"Input","Output","Frequency","HarmonicUniformity"
"piroza","piroza-RAISE-B","2","0.0423629652977149"
"piyade","piyade-RAISE-F","76","0.00476208219149371"
"piyade","piyade-RAISE-B","0","0.995237917808506"
"piyale","piyale-RAISE-F","22","0.024152011095115"
"piyale","piyale-RAISE-B","5","0.975847988904885"
"planéta","planéta-RAISE-F","0","0.965436041218629"
"planéta","planéta-RAISE-B","8","0.0345639587813709"
"platina","platina-RAISE-F","0","0.917945292976182"
"platina","platina-RAISE-B","2","0.0820547070238183"
"pochta","pochta-RAISE-F","0","0.996749589470134"
"pochta","pochta-RAISE-B","100","0.00325041052986608"
"pochtixana","pochtixana-RAISE-F","0","0.972678498944107"
"pochtixana","pochtixana-RAISE-B","12","0.027321501055893"
"pola","pola-RAISE-F","0","0.954455550735432"
"pola","pola-RAISE-B","1","0.0455444492645685"
"popoza","popoza-RAISE-F","0","0.977565399814016"
"popoza","popoza-RAISE-B","1","0.0224346001859843"
"posma","posma-RAISE-F","0","0.957757289719927"
"posma","posma-RAISE-B","3","0.0422427102800734"
"pota","pota-RAISE-F","0","0.979446654080136"
"pota","pota-RAISE-B","12","0.0205533459198644"
"potey","potey-RAISE-F","1","0.0442865021391183"
"potey","potey-RAISE-B","0","0.955713497860882"
"potla","potla-RAISE-F","0","0.954360128931264"
"potla","potla-RAISE-B","1","0.0456398710687356"
"programma","programma-RAISE-F","0","0.998128065772569"
"programma","programma-RAISE-B","2170","0.00187193422743137"
"proza","proza-RAISE-F","0","0.989960786599949"
"proza","proza-RAISE-B","16","0.0100392134000514"
"puchila","puchila-RAISE-F","0","0.966906561018828"
"puchila","puchila-RAISE-B","3","0.0330934389811721"
"pura","pura-RAISE-F","0","0.972345316740283"
"pura","pura-RAISE-B","9","0.0276546832597165"
"pürme","pürme-RAISE-F","1","0.21694113518762"
"pürme","pürme-RAISE-B","0","0.78305886481238"
"purset","purset-RAISE-F","790","0.00285706857813137"
"purset","purset-RAISE-B","7","0.997142931421869"
"purzhina","purzhina-RAISE-F","0","0.933483184684198"
"purzhina","purzhina-RAISE-B","3","0.0665168153158022"
"putlash","putlash-RAISE-F","0","0.957357957517983"
"putlash","putlash-RAISE-B","3","0.0426420424820171"
"pütünle","pütünle-RAISE-F","1","0.204805638353291"
"pütünle","pütünle-RAISE-B","0","0.795194361646709"
"pütünlesh","pütünlesh-RAISE-F","5","0.142722554432692"
"pütünlesh","pütünlesh-RAISE-B","0","0.857277445567308"
"püwle","püwle-RAISE-F","8","0.087696350829203"
"püwle","püwle-RAISE-B","0","0.912303649170797"
"puxta","puxta-RAISE-F","0","0.942569169972963"
"puxta","puxta-RAISE-B","4","0.0574308300270365"
"puxtila","puxtila-RAISE-F","0","0.952380506320408"
"puxtila","puxtila-RAISE-B","2","0.0476194936795915"
"qa'ide","qa'ide-RAISE-F","402","0.0133883816940552"
"qa'ide","qa'ide-RAISE-B","0","0.986611618305945"
"qabiliyet","qabiliyet-RAISE-F","143","0.00879930067091935"
"qabiliyet","qabiliyet-RAISE-B","0","0.991200699329081"
"qabilyet","qabilyet-RAISE-F","5","0.112627442482303"
"qabilyet","qabilyet-RAISE-B","0","0.887372557517697"
"qacha","qacha-RAISE-F","0","0.993355533252562"
"qacha","qacha-RAISE-B","110","0.00664446674743824"
"qachila","qachila-RAISE-F","0","0.989478243117298"
"qachila","qachila-RAISE-B","14","0.0105217568827017"
"qalaymiqanlash","qalaymiqanlash-RAISE-F","0","0.971162133266735"
"qalaymiqanlash","qalaymiqanlash-RAISE-B","2","0.0288378667332646"
"qama","qama-RAISE-F","0","0.993778103250869"
"qama","qama-RAISE-B","6","0.0062218967491311"
"qamal","qamal-RAISE-F","0","0.994748667254607"
"qamal","qamal-RAISE-B","72","0.0052513327453928"
"qamalla","qamalla-RAISE-F","0","0.928923678306915"
"qamalla","qamalla-RAISE-B","2","0.0710763216930852"
"qamaqxana","qamaqxana-RAISE-F","0","0.993688525627528"
"qamaqxana","qamaqxana-RAISE-B","331","0.00631147437247204"
"qamcha","qamcha-RAISE-F","1","0.989379269060485"
"qamcha","qamcha-RAISE-B","11","0.0106207309395154"
"qamchila","qamchila-RAISE-F","0","0.957250424939193"
"qamchila","qamchila-RAISE-B","3","0.0427495750608072"
"qamda","qamda-RAISE-F","0","0.973425777729096"
"qamda","qamda-RAISE-B","10","0.026574222270904"
"qamet","qamet-RAISE-F","13","0.0267329206069447"
"qamet","qamet-RAISE-B","0","0.973267079393055"
"qamlash","qamlash-RAISE-F","0","0.955421230957535"
"qamlash","qamlash-RAISE-B","1","0.044578769042465"
"qana","qana-RAISE-F","0","0.974810658041509"
"qana","qana-RAISE-B","2","0.0251893419584909"
"qana'et","qana'et-RAISE-F","2","0.00667989217828809"
"qana'et","qana'et-RAISE-B","0","0.993320107821712"
"qana'etlen","qana'etlen-RAISE-F","2","0.0667194266506427"
"qana'etlen","qana'etlen-RAISE-B","0","0.933280573349357"
"qanal","qanal-RAISE-F","0","0.996243642564065"
"qanal","qanal-RAISE-B","261","0.00375635743593505"
"qanat","qanat-RAISE-F","0","0.998478807068583"
"qanat","qanat-RAISE-B","55","0.00152119293141695"
"qanatlan","qanatlan-RAISE-F","0","0.930274237048465"
"qanatlan","qanatlan-RAISE-B","2","0.0697257629515345"
"qanche","qanche-RAISE-F","2872","0.0226016736833582"
"qanche","qanche-RAISE-B","48","0.977398326316642"
"qanuniyet","qanuniyet-RAISE-F","48","0.0123034347711902"
"qanuniyet","qanuniyet-RAISE-B","0","0.98769656522881"
"qapartma","qapartma-RAISE-F","0","0.971760612819116"
"qapartma","qapartma-RAISE-B","6","0.0282393871808839"
"qapla","qapla-RAISE-F","0","0.991397664718208"
"qapla","qapla-RAISE-B","21","0.008602335281792"
"qara","qara-RAISE-F","0","0.999169616999559"
"qara","qara-RAISE-B","2602","0.000830383000441359"
"qaram","qaram-RAISE-F","0","0.977398021994992"
"qaram","qaram-RAISE-B","2","0.022601978005008"
"qarangghulash","qarangghulash-RAISE-F","0","0.944576910578077"
"qarangghulash","qarangghulash-RAISE-B","1","0.0554230894219225"
"qarash","qarash-RAISE-F","1.00000000000001","0.998671799938301"
"qarash","qarash-RAISE-B","449","0.00132820006169887"
"qarat","qarat-RAISE-F","0","0.993344744382884"
"qarat","qarat-RAISE-B","36","0.00665525561711633"
"qarawulxana","qarawulxana-RAISE-F","0","0.985169158798954"
"qarawulxana","qarawulxana-RAISE-B","42","0.0148308412010457"
"qaray","qaray-RAISE-F","0","0.974842543723556"
"qaray","qaray-RAISE-B","24","0.0251574562764437"
"qarila","qarila-RAISE-F","0","0.993322508151027"
"qarila","qarila-RAISE-B","16","0.00667749184897315"
"qarshilash","qarshilash-RAISE-F","0","0.988097705789292"
"qarshilash","qarshilash-RAISE-B","14","0.0119022942107077"
"qasha","qasha-RAISE-F","0","0.961122131979152"
"qasha","qasha-RAISE-B","3","0.0388778680208478"
"qassapxana","qassapxana-RAISE-F","0","0.888707384797772"
"qassapxana","qassapxana-RAISE-B","1","0.111292615202228"
"qatlam","qatlam-RAISE-F","0","0.997403104534252"
"qatlam","qatlam-RAISE-B","1","0.0025968954657476"
"qatlima","qatlima-RAISE-F","0","0.928923678306915"
"qatlima","qatlima-RAISE-B","2","0.0710763216930852"
"qatnash","qatnash-RAISE-F","0","0.99852913967107"
"qatnash","qatnash-RAISE-B","121","0.00147086032892951"
"qawaqxana","qawaqxana-RAISE-F","0","0.972019183640547"
"qawaqxana","qawaqxana-RAISE-B","9","0.0279808163594529"
"qaycha","qaycha-RAISE-F","0","0.972292676003995"
"qaycha","qaycha-RAISE-B","4","0.0277073239960051"
"qayna","qayna-RAISE-F","0","0.990174606210968"
"qayna","qayna-RAISE-B","5","0.00982539378903202"
"qaynam","qaynam-RAISE-F","0","0.993255552904392"
"qaynam","qaynam-RAISE-B","225","0.00674444709560762"
"qaynash","qaynash-RAISE-F","0","0.888707384797772"
"qaynash","qaynash-RAISE-B","1","0.111292615202228"
"qaynat","qaynat-RAISE-F","0","0.98082693433638"
"qaynat","qaynat-RAISE-B","5","0.0191730656636201"
"qayra","qayra-RAISE-F","0","0.963102054524091"
"qayra","qayra-RAISE-B","5","0.0368979454759089"
"qaytila","qaytila-RAISE-F","0","0.982320730551925"
"qaytila","qaytila-RAISE-B","15","0.0176792694480747"
"qaza","qaza-RAISE-F","0","0.997403379239613"
"qaza","qaza-RAISE-B","237","0.00259662076038736"
"qazala","qazala-RAISE-F","0","0.950925263694781"
"qazala","qazala-RAISE-B","2","0.0490747363052187"
"qebihlesh","qebihlesh-RAISE-F","1","0.0923501974862365"
"qebihlesh","qebihlesh-RAISE-B","0","0.907649802513763"
"qebile","qebile-RAISE-F","422","0.0189931520176504"
"qebile","qebile-RAISE-B","0","0.98100684798235"
"qebre","qebre-RAISE-F","312","0.0213036118548135"
"qebre","qebre-RAISE-B","0","0.978696388145186"
"qedirle","qedirle-RAISE-F","62","0.0862885623950204"
"qedirle","qedirle-RAISE-B","0","0.91371143760498"
"qehwexana","qehwexana-RAISE-F","0","0.977798783713591"
"qehwexana","qehwexana-RAISE-B","19","0.0222012162864086"
"qelem","qelem-RAISE-F","352","0.00341904182526633"
"qelem","qelem-RAISE-B","0","0.996580958174734"
"qemer","qemer-RAISE-F","1","0.0250182817547124"
"qemer","qemer-RAISE-B","0","0.974981718245288"
"qepes","qepes-RAISE-F","4","0.0125927210151276"
"qepes","qepes-RAISE-B","0","0.987407278984872"
"qepez","qepez-RAISE-F","2","0.011316499739668"
"qepez","qepez-RAISE-B","0","0.988683500260332"
"qerne","qerne-RAISE-F","1","0.0925587728538311"
"qerne","qerne-RAISE-B","0","0.907441227146169"
"qesem","qesem-RAISE-F","9","0.00524644339445534"
"qesem","qesem-RAISE-B","0","0.994753556605545"
"qeside","qeside-RAISE-F","17","0.0548156655955111"
"qeside","qeside-RAISE-B","0","0.945184334404489"
"qetre","qetre-RAISE-F","11","0.0689004250379918"
"qetre","qetre-RAISE-B","0","0.931099574962008"
"qewet","qewet-RAISE-F","61","0.00441393189055353"
"qewet","qewet-RAISE-B","0","0.995586068109446"
"qeyer","qeyer-RAISE-F","55","0.00299133151598336"
"qeyer","qeyer-RAISE-B","0","0.997008668484017"
"qimarxana","qimarxana-RAISE-F","0","0.978339465232539"
"qimarxana","qimarxana-RAISE-B","19","0.0216605347674605"
"qimmetle","qimmetle-RAISE-F","7","0.14944517316012"
"qimmetle","qimmetle-RAISE-B","0","0.85055482683988"
"qira'etxana","qira'etxana-RAISE-F","0","0.960151433262138"
"qira'etxana","qira'etxana-RAISE-B","4","0.0398485667378616"
"qiyamet","qiyamet-RAISE-F","1","0.00529914840194535"
"qiyamet","qiyamet-RAISE-B","0","0.994700851598055"
"qiyapet","qiyapet-RAISE-F","192","0.0133969990884203"
"qiyapet","qiyapet-RAISE-B","2","0.98660300091158"
"qiyasla","qiyasla-RAISE-F","0","0.94625109832287"
"qiyasla","qiyasla-RAISE-B","2","0.0537489016771301"
"qobulxana","qobulxana-RAISE-F","0","0.988218310913433"
"qobulxana","qobulxana-RAISE-B","3","0.0117816890865668"
"qolaylash","qolaylash-RAISE-F","0","0.949350648644307"
"qolaylash","qolaylash-RAISE-B","1","0.0506493513556929"
"qoldash","qoldash-RAISE-F","0","0.959177570326955"
"qoldash","qoldash-RAISE-B","2","0.0408224296730451"
"qolla","qolla-RAISE-F","0","0.998501582391041"
"qolla","qolla-RAISE-B","305","0.00149841760895875"
"qomanda","qomanda-RAISE-F","0","0.933483184684198"
"qomanda","qomanda-RAISE-B","3","0.0665168153158022"
"qorma","qorma-RAISE-F","0","0.928923678306915"
"qorma","qorma-RAISE-B","2","0.0710763216930852"
"qoshulma","qoshulma-RAISE-F","0","0.954455550735432"
"qoshulma","qoshulma-RAISE-B","4","0.0455444492645685"
"qoshuma","qoshuma-RAISE-F","0","0.955798392670349"
"qoshuma","qoshuma-RAISE-B","1","0.0442016073296512"
"qoshumche","qoshumche-RAISE-F","0","0.446395193881689"
"qoshumche","qoshumche-RAISE-B","33","0.553604806118311"
"qoyma","qoyma-RAISE-F","0","0.983151440450361"
"qoyma","qoyma-RAISE-B","30","0.0168485595496393"
"qoyuwet","qoyuwet-RAISE-F","2","0.00642853367847176"
"qoyuwet","qoyuwet-RAISE-B","0","0.993571466321528"
"qoza","qoza-RAISE-F","0","0.989854695947372"
"qoza","qoza-RAISE-B","13","0.0101453040526283"
"qubbe","qubbe-RAISE-F","3","0.0355287073732131"
"qubbe","qubbe-RAISE-B","1","0.964471292626787"
"qucha","qucha-RAISE-F","0","0.941301325521599"
"qucha","qucha-RAISE-B","2","0.0586986744784014"
"quda","quda-RAISE-F","0","0.985339905352791"
"quda","quda-RAISE-B","48","0.0146600946472087"
"qudret","qudret-RAISE-F","92","0.00408870226540642"
"qudret","qudret-RAISE-B","0","0.995911297734594"
"qudretlen","qudretlen-RAISE-F","1","0.347403662332999"
"qudretlen","qudretlen-RAISE-B","0","0.652596337667001"
"qulan","qulan-RAISE-F","0","0.960665173445971"
"qulan","qulan-RAISE-B","1","0.0393348265540293"
"qulule","qulule-RAISE-F","1","0.416961492576243"
"qulule","qulule-RAISE-B","0","0.583038507423757"
"qulupla","qulupla-RAISE-F","0","0.954455550735432"
"qulupla","qulupla-RAISE-B","1","0.0455444492645685"
"qumlash","qumlash-RAISE-F","0","0.977288754168916"
"qumlash","qumlash-RAISE-B","2","0.0227112458310836"
"qura","qura-RAISE-F","0","0.977859948679487"
"qura","qura-RAISE-B","15","0.0221400513205133"
"qurtla","qurtla-RAISE-F","0","0.906561882652986"
"qurtla","qurtla-RAISE-B","1","0.0934381173470136"
"qurulma","qurulma-RAISE-F","0","0.994878689358772"
"qurulma","qurulma-RAISE-B","295","0.00512131064122801"
"qurultay","qurultay-RAISE-F","0.999999999999994","0.998378252282698"
"qurultay","qurultay-RAISE-B","651","0.00162174771730239"
"qushxana","qushxana-RAISE-F","0","0.972272250650164"
"qushxana","qushxana-RAISE-B","14","0.0277277493498365"
"quta","quta-RAISE-F","0","0.984616158846297"
"quta","quta-RAISE-B","14","0.0153838411537034"
"qutla","qutla-RAISE-F","0","0.988722321522934"
"qutla","qutla-RAISE-B","6","0.0112776784770655"
"qutra","qutra-RAISE-F","0","0.928923678306915"
"qutra","qutra-RAISE-B","1","0.0710763216930852"
"quwan","quwan-RAISE-F","0","0.937990412678485"
"quwan","quwan-RAISE-B","1","0.0620095873215148"
"quwwet","quwwet-RAISE-F","18","0.0144890974310458"
"quwwet","quwwet-RAISE-B","0","0.985510902568954"
"quwwetle","quwwetle-RAISE-F","34","0.0848820031848761"
"quwwetle","quwwetle-RAISE-B","0","0.915117996815124"
"rahetlen","rahetlen-RAISE-F","3","0.114508784170099"
"rahetlen","rahetlen-RAISE-B","1","0.885491215829901"
"rahibe","rahibe-RAISE-F","0","0.0695775514056232"
"rahibe","rahibe-RAISE-B","1","0.930422448594377"
"rapawet","rapawet-RAISE-F","2","0.135805801103104"
"rapawet","rapawet-RAISE-B","0","0.864194198896896"
"rastla","rastla-RAISE-F","0","0.982954738798422"
"rastla","rastla-RAISE-B","1","0.0170452612015777"
"rawajlan","rawajlan-RAISE-F","0","0.992538199886506"
"rawajlan","rawajlan-RAISE-B","151","0.00746180011349429"
"rawanlash","rawanlash-RAISE-F","0","0.950618180884039"
"rawanlash","rawanlash-RAISE-B","2","0.0493818191159607"
"ré'allash","ré'allash-RAISE-F","0","0.965803862027907"
"ré'allash","ré'allash-RAISE-B","3","0.0341961379720928"
"rehber","rehber-RAISE-F","321","0.00396368871324039"
"rehber","rehber-RAISE-B","0","0.99603631128676"
"rémontxana","rémontxana-RAISE-F","0","0.961458651329353"
"rémontxana","rémontxana-RAISE-B","4","0.0385413486706474"
"resetxana","resetxana-RAISE-F","0","0.972395582279385"
"resetxana","resetxana-RAISE-B","9","0.0276044177206145"
"resimxana","resimxana-RAISE-F","0","0.906561882652986"
"resimxana","resimxana-RAISE-B","1","0.0934381173470136"
"resmiyet","resmiyet-RAISE-F","9","0.00668871242524855"
"resmiyet","resmiyet-RAISE-B","0","0.993311287574751"
"reste","reste-RAISE-F","32","0.070647989116353"
"reste","reste-RAISE-B","0","0.929352010883647"
"retle","retle-RAISE-F","6","0.00761681475810145"
"retle","retle-RAISE-B","0","0.992383185241899"
"riqabet","riqabet-RAISE-F","65","0.00199892374772799"
"riqabet","riqabet-RAISE-B","0","0.998001076252272"
"riqabetlesh","riqabetlesh-RAISE-F","26","0.0631106765100384"
"riqabetlesh","riqabetlesh-RAISE-B","1","0.936889323489962"
"risale","risale-RAISE-F","37","0.0498936676108283"
"risale","risale-RAISE-B","2","0.950106332389172"
"riwayet","riwayet-RAISE-F","8","0.00262862168486019"
"riwayet","riwayet-RAISE-B","0","0.99737137831514"
"riyaset","riyaset-RAISE-F","2","0.132624188598931"
"riyaset","riyaset-RAISE-B","0","0.867375811401069"
"rohaniyet","rohaniyet-RAISE-F","2","0.0587443116366544"
"rohaniyet","rohaniyet-RAISE-B","0","0.941255688363346"
"rohiyet","rohiyet-RAISE-F","38","0.0246175022657758"
"rohiyet","rohiyet-RAISE-B","0","0.975382497734224"
"rohlan","rohlan-RAISE-F","0","0.96788478084126"
"rohlan","rohlan-RAISE-B","3","0.0321152191587403"
"rominiye","rominiye-RAISE-F","1","0.0678584293496479"
"rominiye","rominiye-RAISE-B","0","0.932141570650352"
"roshenlesh","roshenlesh-RAISE-F","6","0.081008548593787"
"roshenlesh","roshenlesh-RAISE-B","0","0.918991451406213"
"rosiye","rosiye-RAISE-F","14","0.00794762821104866"
"rosiye","rosiye-RAISE-B","0","0.992052371788951"
"rota","rota-RAISE-F","0","0.987797370076218"
"rota","rota-RAISE-B","21","0.0122026299237818"
"roza","roza-RAISE-F","0","0.997863541319609"
"roza","roza-RAISE-B","12","0.00213645868039081"
"ruda","ruda-RAISE-F","0","0.978789308643186"
"ruda","ruda-RAISE-B","9","0.0212106913568144"
"rusche","rusche-RAISE-F","0.999999999999999","0.467852380512499"
"rusche","rusche-RAISE-B","37","0.532147619487501"
"rusiye","rusiye-RAISE-F","161","0.00104794756804044"
"rusiye","rusiye-RAISE-B","0","0.99895205243196"
"rusla","rusla-RAISE-F","0","0.954455550735432"
"rusla","rusla-RAISE-B","2","0.0455444492645685"
"ruxset","ruxset-RAISE-F","23","0.00207463062199322"
"ruxset","ruxset-RAISE-B","1","0.997925369378007"
"sa'adet","sa'adet-RAISE-F","4","0.00762856679799504"
"sa'adet","sa'adet-RAISE-B","0","0.992371433202005"
"sa'et","sa'et-RAISE-F","34","0.000797856641571623"
"sa'et","sa'et-RAISE-B","0","0.999202143358428"
"sadda","sadda-RAISE-F","1","0.980162295855748"
"sadda","sadda-RAISE-B","33","0.019837704144252"
"sahabe","sahabe-RAISE-F","119","0.0511791616345605"
"sahabe","sahabe-RAISE-B","29","0.94882083836544"
"sahibxana","sahibxana-RAISE-F","0","0.991058520749687"
"sahibxana","sahibxana-RAISE-B","215","0.00894147925031263"
"sala","sala-RAISE-F","0","0.972347672481607"
"sala","sala-RAISE-B","1","0.0276523275183927"
"salahiyet","salahiyet-RAISE-F","271","0.00831693881481508"
"salahiyet","salahiyet-RAISE-B","0","0.991683061185185"
"salam","salam-RAISE-F","0","0.992186273691339"
"salam","salam-RAISE-B","19","0.00781372630866062"
"salamlash","salamlash-RAISE-F","0","0.980632671534611"
"salamlash","salamlash-RAISE-B","4","0.0193673284653894"
"salapet","salapet-RAISE-F","8","0.0114591382747706"
"salapet","salapet-RAISE-B","0","0.988540861725229"
"salname","salname-RAISE-F","2","0.327724218901981"
"salname","salname-RAISE-B","0","0.672275781098019"
"sama","sama-RAISE-F","0","0.987447886455187"
"sama","sama-RAISE-B","6","0.012552113544813"
"samanxana","samanxana-RAISE-F","0","0.94625109832287"
"samanxana","samanxana-RAISE-B","2","0.0537489016771301"
"samsa","samsa-RAISE-F","0","0.984556470628065"
"samsa","samsa-RAISE-B","8","0.0154435293719352"
"samsixana","samsixana-RAISE-F","0","0.932790464194102"
"samsixana","samsixana-RAISE-B","1","0.0672095358058977"
"sana","sana-RAISE-F","0","0.99479071823862"
"sana","sana-RAISE-B","28","0.00520928176138036"
"sana'et","sana'et-RAISE-F","48","0.00369851338949077"
"sana'et","sana'et-RAISE-B","0","0.996301486610509"
"sana'etlesh","sana'etlesh-RAISE-F","2","0.127067892362439"
"sana'etlesh","sana'etlesh-RAISE-B","0","0.872932107637561"
"sanaet","sanaet-RAISE-F","44","0.0292220602229695"
"sanaet","sanaet-RAISE-B","2","0.970777939777031"
"sanja","sanja-RAISE-F","0","0.990404154175711"
"sanja","sanja-RAISE-B","5","0.00959584582428907"
"saqchixana","saqchixana-RAISE-F","0","0.996897202403408"
"saqchixana","saqchixana-RAISE-B","1035","0.0031027975965916"
"saqlanma","saqlanma-RAISE-F","0","0.906561882652986"
"saqlanma","saqlanma-RAISE-B","1","0.0934381173470136"
"sara","sara-RAISE-F","0","0.974810658041509"
"sara","sara-RAISE-B","1","0.0251893419584909"
"sarasime","sarasime-RAISE-F","98","0.0513405119556691"
"sarasime","sarasime-RAISE-B","2","0.948659488044331"
"saray","saray-RAISE-F","0","0.997186585451676"
"saray","saray-RAISE-B","606","0.00281341454832351"
"satira","satira-RAISE-F","0","0.981255272221486"
"satira","satira-RAISE-B","12","0.0187447277785138"
"satirashxana","satirashxana-RAISE-F","0","0.967470294492579"
"satirashxana","satirashxana-RAISE-B","7","0.0325297055074206"
"sawa","sawa-RAISE-F","0","0.939604242922474"
"sawa","sawa-RAISE-B","1","0.0603957570775264"
"saxawet","saxawet-RAISE-F","5","0.00275434910365253"
"saxawet","saxawet-RAISE-B","0","0.997245650896347"
"saxta","saxta-RAISE-F","0","0.985079300970394"
"saxta","saxta-RAISE-B","69","0.0149206990296057"
"sayahet","sayahet-RAISE-F","35","0.00182303173834813"
"sayahet","sayahet-RAISE-B","0","0.998176968261652"
"sayahetname","sayahetname-RAISE-F","4","0.285045515636125"
"sayahetname","sayahetname-RAISE-B","0","0.714954484363875"
"sayla","sayla-RAISE-F","0","0.997164574016823"
"sayla","sayla-RAISE-B","72","0.00283542598317721"
"saylam","saylam-RAISE-F","0","0.998500397673517"
"saylam","saylam-RAISE-B","399","0.00149960232648327"
"sayra","sayra-RAISE-F","0","0.987865312978376"
"sayra","sayra-RAISE-B","22","0.0121346870216245"
"sayrat","sayrat-RAISE-F","0","0.94625109832287"
"sayrat","sayrat-RAISE-B","1","0.0537489016771301"
"saza","saza-RAISE-F","0","0.971101247560181"
"saza","saza-RAISE-B","2","0.0288987524398189"
"sazende","sazende-RAISE-F","128","0.0144684143170627"
"sazende","sazende-RAISE-B","0","0.985531585682937"
"sazla","sazla-RAISE-F","0","0.928923678306915"
"sazla","sazla-RAISE-B","2","0.0710763216930852"
"seher","seher-RAISE-F","2","0.00192902342096092"
"seher","seher-RAISE-B","0","0.998070976579039"
"sehipe","sehipe-RAISE-F","487","0.0182568931688372"
"sehipe","sehipe-RAISE-B","0","0.981743106831163"
"sehne","sehne-RAISE-F","1815","0.0120037069651643"
"sehne","sehne-RAISE-B","0","0.987996293034836"
"sejde","sejde-RAISE-F","16","0.0153509834629661"
"sejde","sejde-RAISE-B","0","0.984649016537034"
"sele","sele-RAISE-F","32","0.114864637713386"
"sele","sele-RAISE-B","1","0.885135362286614"
"sélishturma","sélishturma-RAISE-F","0","0.98415974165635"
"sélishturma","sélishturma-RAISE-B","37","0.01584025834365"
"seltenet","seltenet-RAISE-F","8","0.0101547404695527"
"seltenet","seltenet-RAISE-B","0","0.989845259530447"
"semere","semere-RAISE-F","28","0.123502937723678"
"semere","semere-RAISE-B","0","0.876497062276322"
"semimiyet","semimiyet-RAISE-F","14","0.0146245795377924"
"semimiyet","semimiyet-RAISE-B","0","0.985375420462208"
"semre","semre-RAISE-F","4","0.23793682437028"
"semre","semre-RAISE-B","0","0.76206317562972"
"sen'et","sen'et-RAISE-F","357","0.00221661509213866"
"sen'et","sen'et-RAISE-B","1","0.997783384907861"
"senem","senem-RAISE-F","16","0.00556832244581562"
"senem","senem-RAISE-B","0","0.994431677554184"
"senle","senle-RAISE-F","2","0.309350112400126"
"senle","senle-RAISE-B","0","0.690649887599874"
"seper","seper-RAISE-F","645","0.00701938837309296"
"seper","seper-RAISE-B","0","0.992980611626907"
"seple","seple-RAISE-F","16","0.117315840373214"
"seple","seple-RAISE-B","0","0.882684159626786"
"sepsete","sepsete-RAISE-F","57","0.0314619372994179"
"sepsete","sepsete-RAISE-B","0","0.968538062700582"
"serap","serap-RAISE-F","1","0.970425649865418"
"serap","serap-RAISE-B","0","0.029574350134582"
"serkerde","serkerde-RAISE-F","32","0.0371660045600698"
"serkerde","serkerde-RAISE-B","0","0.96283399543993"
"serlewhe","serlewhe-RAISE-F","801","0.0375098613832283"
"serlewhe","serlewhe-RAISE-B","1","0.962490138616772"
"sermaye","sermaye-RAISE-F","6","0.11616048562869"
"sermaye","sermaye-RAISE-B","0","0.88383951437131"
"setle","setle-RAISE-F","3","0.309350112400126"
"setle","setle-RAISE-B","0","0.690649887599874"
"setlesh","setlesh-RAISE-F","1","0.112624425012631"
"setlesh","setlesh-RAISE-B","0","0.887375574987369"
"sewiye","sewiye-RAISE-F","458","0.00486613610349182"
"sewiye","sewiye-RAISE-B","0","0.995133863896508"
"sewze","sewze-RAISE-F","4","0.0180240274541677"
"sewze","sewze-RAISE-B","0","0.981975972545832"
"seyle","seyle-RAISE-F","70","0.0159215635094909"
"seyle","seyle-RAISE-B","0","0.984078436490509"
"seyshenbe","seyshenbe-RAISE-F","1","0.00179455040510348"
"seyshenbe","seyshenbe-RAISE-B","0","0.998205449594897"
"sha'irane","sha'irane-RAISE-F","0","0.814850503470761"
"sha'irane","sha'irane-RAISE-B","2","0.185149496529239"
"shada","shada-RAISE-F","0","0.942569169972963"
"shada","shada-RAISE-B","4","0.0574308300270365"
"shadlan","shadlan-RAISE-F","0","0.966104072971502"
"shadlan","shadlan-RAISE-B","4","0.0338959270284978"
"shala","shala-RAISE-F","0","0.983656858298257"
"shala","shala-RAISE-B","6","0.0163431417017431"
"shalla","shalla-RAISE-F","0","0.971746296829442"
"shalla","shalla-RAISE-B","1","0.0282537031705584"
"shamal","shamal-RAISE-F","0","0.995105324166915"
"shamal","shamal-RAISE-B","46","0.00489467583308467"
"shamalda","shamalda-RAISE-F","0","0.906561882652986"
"shamalda","shamalda-RAISE-B","1","0.0934381173470136"
"shapa'et","shapa'et-RAISE-F","5","0.0449840227464123"
"shapa'et","shapa'et-RAISE-B","0","0.955015977253588"
"shapashla","shapashla-RAISE-F","0","0.906561882652986"
"shapashla","shapashla-RAISE-B","1","0.0934381173470136"
"sharapet","sharapet-RAISE-F","6","0.0553100936716066"
"sharapet","sharapet-RAISE-B","0","0.944689906328393"
"sharche","sharche-RAISE-F","0","0.774943241035967"
"sharche","sharche-RAISE-B","2","0.225056758964033"
"sharpa","sharpa-RAISE-F","0","0.979267900010051"
"sharpa","sharpa-RAISE-B","6","0.0207320999899487"
"sharqiratma","sharqiratma-RAISE-F","0","0.955798392670349"
"sharqiratma","sharqiratma-RAISE-B","3","0.0442016073296512"
"shaxche","shaxche-RAISE-F","0","0.774943241035967"
"shaxche","shaxche-RAISE-B","1","0.225056758964033"
"sheher","sheher-RAISE-F","5219","0.00190275611889469"
"sheher","sheher-RAISE-B","0","0.998097243881105"
"shehwet","shehwet-RAISE-F","1","0.0247571364702636"
"shehwet","shehwet-RAISE-B","0","0.975242863529736"
"shehzade","shehzade-RAISE-F","1","0.416961492576243"
"shehzade","shehzade-RAISE-B","0","0.583038507423757"
"shejere","shejere-RAISE-F","13","0.0804632175635556"
"shejere","shejere-RAISE-B","0","0.919536782436444"
