"","","","*Unraised","HarmonizeBack","HarmonizeFront"
"","changchile-B","0","1","","1"
"","changchile-RAISE-F","2","","",""
"","changchile-RAISE-B","0","","","1"
"chapan","chapan-F","0","1","1",""
"","chapan-B","0","1","",""
"","chapan-RAISE-F","0","","1",""
"","chapan-RAISE-B","3","","",""
"chaparmen","chaparmen-F","0","1","",""
"","chaparmen-B","0","1","","1"
"","chaparmen-RAISE-F","1","","",""
"","chaparmen-RAISE-B","0","","","1"
"chapla","chapla-F","0","1","1",""
"","chapla-B","0","1","",""
"","chapla-RAISE-F","0","","1",""
"","chapla-RAISE-B","36","","",""
"chaplash","chaplash-F","0","1","1",""
"","chaplash-B","0","1","",""
"","chaplash-RAISE-F","0","","1",""
"","chaplash-RAISE-B","1","","",""
"chapsanlat","chapsanlat-F","0","1","1",""
"","chapsanlat-B","0","1","",""
"","chapsanlat-RAISE-F","0","","1",""
"","chapsanlat-RAISE-B","1","","",""
"charcha","charcha-F","0","1","1",""
"","charcha-B","0","1","",""
"","charcha-RAISE-F","0","","1",""
"","charcha-RAISE-B","15","","",""
"charla","charla-F","0","1","1",""
"","charla-B","0","1","",""
"","charla-RAISE-F","0","","1",""
"","charla-RAISE-B","4","","",""
"charrosiye","charrosiye-F","0","1","",""
"","charrosiye-B","0","1","","1"
"","charrosiye-RAISE-F","2","","",""
"","charrosiye-RAISE-B","0","","","1"
"charshenbe","charshenbe-F","0","1","",""
"","charshenbe-B","0","1","","1"
"","charshenbe-RAISE-F","4","","",""
"","charshenbe-RAISE-B","0","","","1"
"charwa","charwa-F","0","1","1",""
"","charwa-B","0","1","",""
"","charwa-RAISE-F","0","","1",""
"","charwa-RAISE-B","44","","",""
"chasa","chasa-F","0","1","1",""
"","chasa-B","0","1","",""
"","chasa-RAISE-F","0","","1",""
"","chasa-RAISE-B","1","","",""
"chastota","chastota-F","0","1","1",""
"","chastota-B","0","1","",""
"","chastota-RAISE-F","0","","1",""
"","chastota-RAISE-B","6","","",""
"chayna","chayna-F","0","1","1",""
"","chayna-B","0","1","",""
"","chayna-RAISE-F","0","","1",""
"","chayna-RAISE-B","10","","",""
"chaza","chaza-F","0","1","1",""
"","chaza-B","0","1","",""
"","chaza-RAISE-F","0","","1",""
"","chaza-RAISE-B","15","","",""
"chelle","chelle-F","0","1","",""
"","chelle-B","0","1","","1"
"","chelle-RAISE-F","3","","",""
"","chelle-RAISE-B","1","","","1"
"chember","chember-F","0","1","",""
"","chember-B","0","1","","1"
"","chember-RAISE-F","12","","",""
"","chember-RAISE-B","0","","","1"
"chetne","chetne-F","0","1","",""
"","chetne-B","0","1","","1"
"","chetne-RAISE-F","19","","",""
"","chetne-RAISE-B","0","","","1"
"chewre","chewre-F","0","1","",""
"","chewre-B","0","1","","1"
"","chewre-RAISE-F","28","","",""
"","chewre-RAISE-B","0","","","1"
"cheyle","cheyle-F","0","1","",""
"","cheyle-B","0","1","","1"
"","cheyle-RAISE-F","3","","",""
"","cheyle-RAISE-B","0","","","1"
"chola","chola-F","0","1","1",""
"","chola-B","0","1","",""
"","chola-RAISE-F","0","","1",""
"","chola-RAISE-B","4","","",""
"chöllesh","chöllesh-F","0","1","",""
"","chöllesh-B","0","1","","1"
"","chöllesh-RAISE-F","6","","",""
"","chöllesh-RAISE-B","0","","","1"
"cholta","cholta-F","0","1","1",""
"","cholta-B","0","1","",""
"","cholta-RAISE-F","0","","1",""
"","cholta-RAISE-B","4","","",""
"chömüle","chömüle-F","0","1","",""
"","chömüle-B","0","1","","1"
"","chömüle-RAISE-F","2","","",""
"","chömüle-RAISE-B","0","","","1"
"chongqurla","chongqurla-F","0","1","1",""
"","chongqurla-B","0","1","",""
"","chongqurla-RAISE-F","0","","1",""
"","chongqurla-RAISE-B","3","","",""
"chongqurlash","chongqurlash-F","0","1","1",""
"","chongqurlash-B","0","1","",""
"","chongqurlash-RAISE-F","0","","1",""
"","chongqurlash-RAISE-B","27","","",""
"choqula","choqula-F","0","1","1",""
"","choqula-B","0","1","",""
"","choqula-RAISE-F","0","","1",""
"","choqula-RAISE-B","1","","",""
"chöre","chöre-F","0","1","",""
"","chöre-B","0","1","","1"
"","chöre-RAISE-F","34","","",""
"","chöre-RAISE-B","0","","","1"
"chörüwet","chörüwet-F","0","1","",""
"","chörüwet-B","0","1","","1"
"","chörüwet-RAISE-F","1","","",""
"","chörüwet-RAISE-B","0","","","1"
"chucha","chucha-F","0","1","1",""
"","chucha-B","0","1","",""
"","chucha-RAISE-F","0","","1",""
"","chucha-RAISE-B","2","","",""
"chüje","chüje-F","0","1","",""
"","chüje-B","0","1","","1"
"","chüje-RAISE-F","7","","",""
"","chüje-RAISE-B","0","","","1"
"chümüle","chümüle-F","0","1","",""
"","chümüle-B","0","1","","1"
"","chümüle-RAISE-F","29","","",""
"","chümüle-RAISE-B","0","","","1"
"chünche","chünche-F","0","1","",""
"","chünche-B","0","1","","1"
"","chünche-RAISE-F","1","","",""
"","chünche-RAISE-B","0","","","1"
"chüprende","chüprende-F","0","1","",""
"","chüprende-B","0","1","","1"
"","chüprende-RAISE-F","9","","",""
"","chüprende-RAISE-B","0","","","1"
"chüshen","chüshen-F","0","1","",""
"","chüshen-B","0","1","","1"
"","chüshen-RAISE-F","189","","",""
"","chüshen-RAISE-B","2","","","1"
"chüshenche","chüshenche-F","0","1","",""
"","chüshenche-B","0","1","","1"
"","chüshenche-RAISE-F","750","","",""
"","chüshenche-RAISE-B","0","","","1"
"chüshkünlesh","chüshkünlesh-F","0","1","",""
"","chüshkünlesh-B","0","1","","1"
"","chüshkünlesh-RAISE-F","5","","",""
"","chüshkünlesh-RAISE-B","0","","","1"
"chuxchila","chuxchila-F","0","1","1",""
"","chuxchila-B","0","1","",""
"","chuxchila-RAISE-F","0","","1",""
"","chuxchila-RAISE-B","1","","",""
"da'ire","da'ire-F","0","1","",""
"","da'ire-B","0","1","","1"
"","da'ire-RAISE-F","3241","","",""
"","da'ire-RAISE-B","6","","","1"
"dacha","dacha-F","0","1","1",""
"","dacha-B","0","1","",""
"","dacha-RAISE-F","0","","1",""
"","dacha-RAISE-B","62","","",""
"dada","dada-F","0","1","1",""
"","dada-B","0","1","",""
"","dada-RAISE-F","1.00000000000001","","1",""
"","dada-RAISE-B","265","","",""
"dadla","dadla-F","0","1","1",""
"","dadla-B","0","1","",""
"","dadla-RAISE-F","0","","1",""
"","dadla-RAISE-B","1","","",""
"daire","daire-F","0","1","",""
"","daire-B","0","1","","1"
"","daire-RAISE-F","2176","","",""
"","daire-RAISE-B","5","","","1"
"dalda","dalda-F","0","1","1",""
"","dalda-B","0","1","",""
"","dalda-RAISE-F","0","","1",""
"","dalda-RAISE-B","57","","",""
"daldilan","daldilan-F","0","1","1",""
"","daldilan-B","0","1","",""
"","daldilan-RAISE-F","0","","1",""
"","daldilan-RAISE-B","1","","",""
"damla","damla-F","0","1","1",""
"","damla-B","0","1","",""
"","damla-RAISE-F","0","","1",""
"","damla-RAISE-B","1","","",""
"damolla","damolla-F","0","1","1",""
"","damolla-B","0","1","",""
"","damolla-RAISE-F","0","","1",""
"","damolla-RAISE-B","15","","",""
"dangla","dangla-F","0","1","1",""
"","dangla-B","0","1","",""
"","dangla-RAISE-F","0","","1",""
"","dangla-RAISE-B","2","","",""
"daniye","daniye-F","0","1","",""
"","daniye-B","0","1","","1"
"","daniye-RAISE-F","3","","",""
"","daniye-RAISE-B","0","","","1"
"dara","dara-F","0","1","1",""
"","dara-B","0","1","",""
"","dara-RAISE-F","0","","1",""
"","dara-RAISE-B","60","","",""
"dastixan","dastixan-F","0","1","1",""
"","dastixan-B","0","1","",""
"","dastixan-RAISE-F","0","","1",""
"","dastixan-RAISE-B","17","","",""
"dawala","dawala-F","0","1","1",""
"","dawala-B","0","1","",""
"","dawala-RAISE-F","0","","1",""
"","dawala-RAISE-B","43","","",""
"dawamlash","dawamlash-F","0","1","1",""
"","dawamlash-B","0","1","",""
"","dawamlash-RAISE-F","0","","1",""
"","dawamlash-RAISE-B","16","","",""
"dawan","dawan-F","0","1","1",""
"","dawan-B","0","1","",""
"","dawan-RAISE-F","0","","1",""
"","dawan-RAISE-B","14","","",""
"dawrang","dawrang-F","0","1","1",""
"","dawrang-B","0","1","",""
"","dawrang-RAISE-F","0","","1",""
"","dawrang-RAISE-B","3","","",""
"daya","daya-F","0","1","1",""
"","daya-B","0","1","",""
"","daya-RAISE-F","0","","1",""
"","daya-RAISE-B","7","","",""
"de'wet","de'wet-F","0","1","",""
"","de'wet-B","0","1","","1"
"","de'wet-RAISE-F","1","","",""
"","de'wet-RAISE-B","0","","","1"
"debdebe","debdebe-F","0","1","",""
"","debdebe-B","0","1","","1"
"","debdebe-RAISE-F","46","","",""
"","debdebe-RAISE-B","0","","","1"
"delille","delille-F","0","1","",""
"","delille-B","0","1","","1"
"","delille-RAISE-F","76","","",""
"","delille-RAISE-B","0","","","1"
"delle","delle-F","0","1","",""
"","delle-B","0","1","","1"
"","delle-RAISE-F","2","","",""
"","delle-RAISE-B","0","","","1"
"démokratiyilesh","démokratiyilesh-F","0","1","",""
"","démokratiyilesh-B","0","1","","1"
"","démokratiyilesh-RAISE-F","15","","",""
"","démokratiyilesh-RAISE-B","1","","","1"
"démokratlash","démokratlash-F","0","1","1",""
"","démokratlash-B","0","1","",""
"","démokratlash-RAISE-F","0","","1",""
"","démokratlash-RAISE-B","4","","",""
"dende","dende-F","0","1","",""
"","dende-B","0","1","","1"
"","dende-RAISE-F","2","","",""
"","dende-RAISE-B","0","","","1"
"depne","depne-F","0","1","",""
"","depne-B","0","1","","1"
"","depne-RAISE-F","3","","",""
"","depne-RAISE-B","0","","","1"
"depter","depter-F","0","1","",""
"","depter-B","0","1","","1"
"","depter-RAISE-F","54","","",""
"","depter-RAISE-B","0","","","1"
"derex","derex-F","0","1","",""
"","derex-B","0","1","","1"
"","derex-RAISE-F","9","","",""
"","derex-RAISE-B","0","","","1"
"derije","derije-F","0","1","",""
"","derije-B","0","1","","1"
"","derije-RAISE-F","10400","","",""
"","derije-RAISE-B","8","","","1"
"dersxana","dersxana-F","0","1","1",""
"","dersxana-B","0","1","",""
"","dersxana-RAISE-F","1","","1",""
"","dersxana-RAISE-B","76","","",""
"derwaza","derwaza-F","0","1","1",""
"","derwaza-B","0","1","",""
"","derwaza-RAISE-F","0","","1",""
"","derwaza-RAISE-B","192","","",""
"desmaye","desmaye-F","0","1","",""
"","desmaye-B","0","1","","1"
"","desmaye-RAISE-F","9","","",""
"","desmaye-RAISE-B","2","","","1"
"desse","desse-F","0","1","",""
"","desse-B","0","1","","1"
"","desse-RAISE-F","8","","",""
"","desse-RAISE-B","0","","","1"
"dewet","dewet-F","0","1","",""
"","dewet-B","0","1","","1"
"","dewet-RAISE-F","10","","",""
"","dewet-RAISE-B","0","","","1"
"dewre","dewre-F","0","1","",""
"","dewre-B","0","1","","1"
"","dewre-RAISE-F","3","","",""
"","dewre-RAISE-B","0","","","1"
"didarlash","didarlash-F","0","1","1",""
"","didarlash-B","0","1","",""
"","didarlash-RAISE-F","0","","1",""
"","didarlash-RAISE-B","3","","",""
"diktatura","diktatura-F","0","1","1",""
"","diktatura-B","0","1","",""
"","diktatura-RAISE-F","0","","1",""
"","diktatura-RAISE-B","2","","",""
"diploma","diploma-F","0","1","1",""
"","diploma-B","0","1","",""
"","diploma-RAISE-F","0","","1",""
"","diploma-RAISE-B","10","","",""
"diyanet","diyanet-F","0","1","",""
"","diyanet-B","0","1","","1"
"","diyanet-RAISE-F","3","","",""
"","diyanet-RAISE-B","0","","","1"
"dola","dola-F","0","1","1",""
"","dola-B","0","1","",""
"","dola-RAISE-F","0","","1",""
"","dola-RAISE-B","12","","",""
"dölet","dölet-F","0","1","",""
"","dölet-B","0","1","","1"
"","dölet-RAISE-F","1052","","",""
"","dölet-RAISE-B","0","","","1"
"dollar","dollar-F","0","1","1",""
"","dollar-B","0","1","",""
"","dollar-RAISE-F","0","","1",""
"","dollar-RAISE-B","111","","",""
"dolqunla","dolqunla-F","0","1","1",""
"","dolqunla-B","0","1","",""
"","dolqunla-RAISE-F","0","","1",""
"","dolqunla-RAISE-B","1","","",""
"domila","domila-F","0","1","1",""
"","domila-B","0","1","",""
"","domila-RAISE-F","0","","1",""
"","domila-RAISE-B","3","","",""
"doppa","doppa-F","0","1","1",""
"","doppa-B","0","1","",""
"","doppa-RAISE-F","0","","1",""
"","doppa-RAISE-B","74","","",""
"dora","dora-F","0","1","1",""
"","dora-B","0","1","",""
"","dora-RAISE-F","0","","1",""
"","dora-RAISE-B","336","","",""
"dorixana","dorixana-F","0","1","1",""
"","dorixana-B","0","1","",""
"","dorixana-RAISE-F","0","","1",""
"","dorixana-RAISE-B","20","","",""
"dostane","dostane-F","0","1","",""
"","dostane-B","0","1","","1"
"","dostane-RAISE-F","5","","",""
"","dostane-RAISE-B","5","","","1"
"dostlash","dostlash-F","0","1","1",""
"","dostlash-B","0","1","",""
"","dostlash-RAISE-F","0","","1",""
"","dostlash-RAISE-B","2","","",""
"dotey","dotey-F","0","1","",""
"","dotey-B","0","1","","1"
"","dotey-RAISE-F","3","","",""
"","dotey-RAISE-B","0","","","1"
"döwe","döwe-F","0","1","",""
"","döwe-B","0","1","","1"
"","döwe-RAISE-F","14","","",""
"","döwe-RAISE-B","0","","","1"
"döwile","döwile-F","0","1","",""
"","döwile-B","0","1","","1"
"","döwile-RAISE-F","1","","",""
"","döwile-RAISE-B","0","","","1"
"doxturxana","doxturxana-F","0","1","1",""
"","doxturxana-B","0","1","",""
"","doxturxana-RAISE-F","0","","1",""
"","doxturxana-RAISE-B","1255","","",""
"doza","doza-F","0","1","1",""
"","doza-B","0","1","",""
"","doza-RAISE-F","0","","1",""
"","doza-RAISE-B","1","","",""
"dozax","dozax-F","0","1","1",""
"","dozax-B","0","1","",""
"","dozax-RAISE-F","0","","1",""
"","dozax-RAISE-B","2","","",""
"dukanche","dukanche-F","0","1","",""
"","dukanche-B","0","1","","1"
"","dukanche-RAISE-F","0","","",""
"","dukanche-RAISE-B","2","","","1"
"dumba","dumba-F","0","1","1",""
"","dumba-B","0","1","",""
"","dumba-RAISE-F","4","","1",""
"","dumba-RAISE-B","0","","",""
"dumbala","dumbala-F","0","1","1",""
"","dumbala-B","0","1","",""
"","dumbala-RAISE-F","0","","1",""
"","dumbala-RAISE-B","1","","",""
"dümle","dümle-F","0","1","",""
"","dümle-B","0","1","","1"
"","dümle-RAISE-F","3","","",""
"","dümle-RAISE-B","0","","","1"
"dunyawilash","dunyawilash-F","0","1","1",""
"","dunyawilash-B","0","1","",""
"","dunyawilash-RAISE-F","0","","1",""
"","dunyawilash-RAISE-B","2","","",""
"düpülde","düpülde-F","0","1","",""
"","düpülde-B","0","1","","1"
"","düpülde-RAISE-F","3","","",""
"","düpülde-RAISE-B","0","","","1"
"durdane","durdane-F","0","1","",""
"","durdane-B","0","1","","1"
"","durdane-RAISE-F","24","","",""
"","durdane-RAISE-B","5","","","1"
"düshenbe","düshenbe-F","0","1","",""
"","düshenbe-B","0","1","","1"
"","düshenbe-RAISE-F","38","","",""
"","düshenbe-RAISE-B","0","","","1"
"düshmen","düshmen-F","0","1","",""
"","düshmen-B","0","1","","1"
"","düshmen-RAISE-F","76","","",""
"","düshmen-RAISE-B","0","","","1"
"düshmenlesh","düshmenlesh-F","0","1","",""
"","düshmenlesh-B","0","1","","1"
"","düshmenlesh-RAISE-F","9","","",""
"","düshmenlesh-RAISE-B","0","","","1"
"duxawa","duxawa-F","0","1","1",""
"","duxawa-B","0","1","",""
"","duxawa-RAISE-F","0","","1",""
"","duxawa-RAISE-B","3","","",""
"ede","ede-F","0","1","",""
"","ede-B","0","1","","1"
"","ede-RAISE-F","1","","",""
"","ede-RAISE-B","0","","","1"
"edeb","edeb-F","0","1","",""
"","edeb-B","0","1","","1"
"","edeb-RAISE-F","1","","",""
"","edeb-RAISE-B","0","","","1"
"egeshme","egeshme-F","0","1","",""
"","egeshme-B","0","1","","1"
"","egeshme-RAISE-F","1","","",""
"","egeshme-RAISE-B","0","","","1"
"ehde","ehde-F","0","1","",""
"","ehde-B","0","1","","1"
"","ehde-RAISE-F","8","","",""
"","ehde-RAISE-B","0","","","1"
"ehdiname","ehdiname-F","0","1","",""
"","ehdiname-B","0","1","","1"
"","ehdiname-RAISE-F","344","","",""
"","ehdiname-RAISE-B","33","","","1"
"ehmed","ehmed-F","0","1","",""
"","ehmed-B","0","1","","1"
"","ehmed-RAISE-F","1","","",""
"","ehmed-RAISE-B","0","","","1"
"ehmiyet","ehmiyet-F","0","1","",""
"","ehmiyet-B","0","1","","1"
"","ehmiyet-RAISE-F","212","","",""
"","ehmiyet-RAISE-B","0","","","1"
"ejeblen","ejeblen-F","0","1","",""
"","ejeblen-B","0","1","","1"
"","ejeblen-RAISE-F","2","","",""
"","ejeblen-RAISE-B","0","","","1"
"ejel","ejel-F","0","1","",""
"","ejel-B","0","1","","1"
"","ejel-RAISE-F","2","","",""
"","ejel-RAISE-B","0","","","1"
"elchixana","elchixana-F","0","1","1",""
"","elchixana-B","0","1","",""
"","elchixana-RAISE-F","3.99999999999999","","1",""
"","elchixana-RAISE-B","494","","",""
"elem","elem-F","0","1","",""
"","elem-B","0","1","","1"
"","elem-RAISE-F","3","","",""
"","elem-RAISE-B","0","","","1"
"ellame","ellame-F","0","1","",""
"","ellame-B","0","1","","1"
"","ellame-RAISE-F","0","","",""
"","ellame-RAISE-B","1","","","1"
"emeliyet","emeliyet-F","0","1","",""
"","emeliyet-B","0","1","","1"
"","emeliyet-RAISE-F","120","","",""
"","emeliyet-RAISE-B","0","","","1"
"emeliylesh","emeliylesh-F","0","1","",""
"","emeliylesh-B","0","1","","1"
"","emeliylesh-RAISE-F","39","","",""
"","emeliylesh-RAISE-B","3","","","1"
"emiliyet","emiliyet-F","0","1","",""
"","emiliyet-B","0","1","","1"
"","emiliyet-RAISE-F","10","","",""
"","emiliyet-RAISE-B","0","","","1"
"emirzade","emirzade-F","0","1","",""
"","emirzade-B","0","1","","1"
"","emirzade-RAISE-F","1","","",""
"","emirzade-RAISE-B","0","","","1"
"emle","emle-F","0","1","",""
"","emle-B","0","1","","1"
"","emle-RAISE-F","3","","",""
"","emle-RAISE-B","0","","","1"
"en'ene","en'ene-F","0","1","",""
"","en'ene-B","0","1","","1"
"","en'ene-RAISE-F","1040","","",""
"","en'ene-RAISE-B","1","","","1"
"endishe","endishe-F","0","1","",""
"","endishe-B","0","1","","1"
"","endishe-RAISE-F","1026","","",""
"","endishe-RAISE-B","0","","","1"
"endize","endize-F","0","1","",""
"","endize-B","0","1","","1"
"","endize-RAISE-F","63","","",""
"","endize-RAISE-B","0","","","1"
"enggüshter","enggüshter-F","0","1","",""
"","enggüshter-B","0","1","","1"
"","enggüshter-RAISE-F","1","","",""
"","enggüshter-RAISE-B","0","","","1"
"ensire","ensire-F","0","1","",""
"","ensire-B","0","1","","1"
"","ensire-RAISE-F","151","","",""
"","ensire-RAISE-B","0","","","1"
"epsane","epsane-F","0","1","",""
"","epsane-B","0","1","","1"
"","epsane-RAISE-F","87","","",""
"","epsane-RAISE-B","7","","","1"
"epsuslan","epsuslan-F","0","1","1",""
"","epsuslan-B","0","1","",""
"","epsuslan-RAISE-F","0","","1",""
"","epsuslan-RAISE-B","4","","",""
"erdal","erdal-F","0","1","1",""
"","erdal-B","0","1","",""
"","erdal-RAISE-F","0","","1",""
"","erdal-RAISE-B","1","","",""
"erebche","erebche-F","0","1","",""
"","erebche-B","0","1","","1"
"","erebche-RAISE-F","29","","",""
"","erebche-RAISE-B","0","","","1"
"érenshe","érenshe-F","0","1","",""
"","érenshe-B","0","1","","1"
"","érenshe-RAISE-F","2","","",""
"","érenshe-RAISE-B","0","","","1"
"erméniye","erméniye-F","0","1","",""
"","erméniye-B","0","1","","1"
"","erméniye-RAISE-F","1","","",""
"","erméniye-RAISE-B","0","","","1"
"erzan","erzan-F","0","1","1",""
"","erzan-B","0","1","",""
"","erzan-RAISE-F","4","","1",""
"","erzan-RAISE-B","0","","",""
"erzanlash","erzanlash-F","0","1","1",""
"","erzanlash-B","0","1","",""
"","erzanlash-RAISE-F","0","","1",""
"","erzanlash-RAISE-B","1","","",""
"erze","erze-F","0","1","",""
"","erze-B","0","1","","1"
"","erze-RAISE-F","84","","",""
"","erze-RAISE-B","0","","","1"
"erziyet","erziyet-F","0","1","",""
"","erziyet-B","0","1","","1"
"","erziyet-RAISE-F","1","","",""
"","erziyet-RAISE-B","0","","","1"
"eser","eser-F","0","1","",""
"","eser-B","0","1","","1"
"","eser-RAISE-F","450","","",""
"","eser-RAISE-B","0","","","1"
"ésilzade","ésilzade-F","0","1","",""
"","ésilzade-B","0","1","","1"
"","ésilzade-RAISE-F","21","","",""
"","ésilzade-RAISE-B","0","","","1"
"eskertme","eskertme-F","0","1","",""
"","eskertme-B","0","1","","1"
