"","","","VAgree","HarmonizeBack","HarmonizeFront"
"","dawan-RAISE-B","14","","","0.00470517528596626"
"dawrang","dawrang-RAISE-F","0","1","0.994934482673097",""
"","dawrang-RAISE-B","3","","","0.00506551732690264"
"daya","daya-RAISE-F","0","1","0.951049111119629",""
"","daya-RAISE-B","7","","","0.0489508888803714"
"de'wet","de'wet-RAISE-F","1","","0.0513265836128374",""
"","de'wet-RAISE-B","0","1","","0.948673416387163"
"debdebe","debdebe-RAISE-F","46","","0.0690677611736029",""
"","debdebe-RAISE-B","0","1","","0.930932238826397"
"delille","delille-RAISE-F","76","","0.0100038885776967",""
"","delille-RAISE-B","0","1","","0.989996111422303"
"delle","delle-RAISE-F","2","","0.140893870084969",""
"","delle-RAISE-B","0","1","","0.859106129915031"
"démokratiyilesh","démokratiyilesh-RAISE-F","15","1","0.0948905407661609",""
"","démokratiyilesh-RAISE-B","1","","","0.905109459233839"
"démokratlash","démokratlash-RAISE-F","0","1","0.94330606109648",""
"","démokratlash-RAISE-B","4","","","0.0566939389035204"
"dende","dende-RAISE-F","2","","0.40890648317002",""
"","dende-RAISE-B","0","1","","0.59109351682998"
"depne","depne-RAISE-F","3","","0.00307488721103228",""
"","depne-RAISE-B","0","1","","0.996925112788968"
"depter","depter-RAISE-F","54","","0.0126594560332951",""
"","depter-RAISE-B","0","1","","0.987340543966705"
"derex","derex-RAISE-F","9","","0.00480100984783347",""
"","derex-RAISE-B","0","1","","0.995198990152167"
"derije","derije-RAISE-F","10400","","0.0110413315337022",""
"","derije-RAISE-B","8","1","","0.988958668466298"
"dersxana","dersxana-RAISE-F","1","1","0.988698531340524",""
"","dersxana-RAISE-B","76","","","0.0113014686594758"
"derwaza","derwaza-RAISE-F","0","1","0.995539596384211",""
"","derwaza-RAISE-B","192","","","0.00446040361578881"
"desmaye","desmaye-RAISE-F","9","1","0.0196325255168998",""
"","desmaye-RAISE-B","2","","","0.9803674744831"
"desse","desse-RAISE-F","8","","0.0139821342712809",""
"","desse-RAISE-B","0","1","","0.986017865728719"
"dewet","dewet-RAISE-F","10","","0.00169205757962788",""
"","dewet-RAISE-B","0","1","","0.998307942420372"
"dewre","dewre-RAISE-F","3","","0.192361176166201",""
"","dewre-RAISE-B","0","1","","0.807638823833799"
"didarlash","didarlash-RAISE-F","0","1","0.969264538614091",""
"","didarlash-RAISE-B","3","","","0.0307354613859085"
"diktatura","diktatura-RAISE-F","0","1","0.963458938394825",""
"","diktatura-RAISE-B","2","","","0.0365410616051752"
"diploma","diploma-RAISE-F","0","1","0.982656065557363",""
"","diploma-RAISE-B","10","","","0.0173439344426374"
"diyanet","diyanet-RAISE-F","3","1","0.00615591093525399",""
"","diyanet-RAISE-B","0","","","0.993844089064746"
"dola","dola-RAISE-F","0","1","0.977306455392624",""
"","dola-RAISE-B","12","","","0.0226935446073756"
"dölet","dölet-RAISE-F","1052","","0.000487724328745802",""
"","dölet-RAISE-B","0","1","","0.999512275671254"
"dollar","dollar-RAISE-F","0","1","0.998552287671666",""
"","dollar-RAISE-B","111","","","0.00144771232833352"
"dolqunla","dolqunla-RAISE-F","0","1","0.835853492011631",""
"","dolqunla-RAISE-B","1","","","0.164146507988369"
"domila","domila-RAISE-F","0","1","0.923789143168634",""
"","domila-RAISE-B","3","","","0.0762108568313656"
"doppa","doppa-RAISE-F","0","1","0.995373769763802",""
"","doppa-RAISE-B","74","","","0.00462623023619801"
"dora","dora-RAISE-F","0","1","0.996769911811754",""
"","dora-RAISE-B","336","","","0.00323008818824622"
"dorixana","dorixana-RAISE-F","0","1","0.986856226353241",""
"","dorixana-RAISE-B","20","","","0.0131437736467586"
"dostane","dostane-RAISE-F","5","1","0.73572960233593",""
"","dostane-RAISE-B","5","","","0.26427039766407"
"dostlash","dostlash-RAISE-F","0","1","0.972017833368019",""
"","dostlash-RAISE-B","2","","","0.0279821666319809"
"dotey","dotey-RAISE-F","3","1","0.0209557640087052",""
"","dotey-RAISE-B","0","","","0.979044235991295"
"döwe","döwe-RAISE-F","14","","0.0252010617469649",""
"","döwe-RAISE-B","0","1","","0.974798938253035"
"döwile","döwile-RAISE-F","1","","0.333214395749523",""
"","döwile-RAISE-B","0","1","","0.666785604250477"
"doxturxana","doxturxana-RAISE-F","0","1","0.997214891607694",""
"","doxturxana-RAISE-B","1255","","","0.00278510839230561"
"doza","doza-RAISE-F","0","1","0.902005452987767",""
"","doza-RAISE-B","1","","","0.0979945470122329"
"dozax","dozax-RAISE-F","0","1","0.993643628843181",""
"","dozax-RAISE-B","2","","","0.00635637115681886"
"dukanche","dukanche-RAISE-F","0","1","0.81280810674777",""
"","dukanche-RAISE-B","2","","","0.18719189325223"
"dumba","dumba-RAISE-F","4","1","0.955268264972283",""
"","dumba-RAISE-B","0","","","0.0447317350277171"
"dumbala","dumbala-RAISE-F","0","1","0.930424500861668",""
"","dumbala-RAISE-B","1","","","0.0695754991383322"
"dümle","dümle-RAISE-F","3","","0.310373924070696",""
"","dümle-RAISE-B","0","1","","0.689626075929304"
"dunyawilash","dunyawilash-RAISE-F","0","1","0.935613375204476",""
"","dunyawilash-RAISE-B","2","","","0.0643866247955236"
"düpülde","düpülde-RAISE-F","3","","0.333214395749523",""
"","düpülde-RAISE-B","0","1","","0.666785604250477"
"durdane","durdane-RAISE-F","24","1","0.308130721426013",""
"","durdane-RAISE-B","5","","","0.691869278573987"
"düshenbe","düshenbe-RAISE-F","38","","0.00194863074414163",""
"","düshenbe-RAISE-B","0","1","","0.998051369255858"
"düshmen","düshmen-RAISE-F","76","","0.0027019636093272",""
"","düshmen-RAISE-B","0","1","","0.997298036390673"
"düshmenlesh","düshmenlesh-RAISE-F","9","","0.0956317967557905",""
"","düshmenlesh-RAISE-B","0","1","","0.90436820324421"
"duxawa","duxawa-RAISE-F","0","1","0.960937937094996",""
"","duxawa-RAISE-B","3","","","0.0390620629050039"
"ede","ede-RAISE-F","1","","0.265246178237785",""
"","ede-RAISE-B","0","1","","0.734753821762215"
"edeb","edeb-RAISE-F","1","","0.0208299342650286",""
"","edeb-RAISE-B","0","1","","0.979170065734971"
"egeshme","egeshme-RAISE-F","1","","0.40890648317002",""
"","egeshme-RAISE-B","0","1","","0.59109351682998"
"ehde","ehde-RAISE-F","8","","0.0161417733127554",""
"","ehde-RAISE-B","0","1","","0.983858226687245"
"ehdiname","ehdiname-RAISE-F","344","1","0.121992329567385",""
"","ehdiname-RAISE-B","33","","","0.878007670432615"
"ehmed","ehmed-RAISE-F","1","","0.00350357504873732",""
"","ehmed-RAISE-B","0","1","","0.996496424951263"
"ehmiyet","ehmiyet-RAISE-F","212","","0.00209980440979432",""
"","ehmiyet-RAISE-B","0","1","","0.997900195590206"
"ejeblen","ejeblen-RAISE-F","2","","0.0477405483845182",""
"","ejeblen-RAISE-B","0","1","","0.952259451615482"
"ejel","ejel-RAISE-F","2","","0.00321182787172695",""
"","ejel-RAISE-B","0","1","","0.996788172128273"
"elchixana","elchixana-RAISE-F","3.99999999999999","1","0.997484128987572",""
"","elchixana-RAISE-B","494","","","0.00251587101242823"
"elem","elem-RAISE-F","3","","0.00376875067964419",""
"","elem-RAISE-B","0","1","","0.996231249320356"
"ellame","ellame-RAISE-F","0","1","0.0109212648652829",""
"","ellame-RAISE-B","1","","","0.989078735134717"
"emeliyet","emeliyet-RAISE-F","120","","0.00122324239521206",""
"","emeliyet-RAISE-B","0","1","","0.998776757604788"
"emeliylesh","emeliylesh-RAISE-F","39","","0.0295536446024963",""
"","emeliylesh-RAISE-B","3","1","","0.970446355397504"
"emiliyet","emiliyet-RAISE-F","10","","0.0263970012992231",""
"","emiliyet-RAISE-B","0","1","","0.973602998700777"
"emirzade","emirzade-RAISE-F","1","1","0.135802076163446",""
"","emirzade-RAISE-B","0","","","0.864197923836554"
"emle","emle-RAISE-F","3","","0.265246178237785",""
"","emle-RAISE-B","0","1","","0.734753821762215"
"en'ene","en'ene-RAISE-F","1040","","0.0124130606063937",""
"","en'ene-RAISE-B","1","1","","0.987586939393606"
"endishe","endishe-RAISE-F","1026","","0.0037861245092358",""
"","endishe-RAISE-B","0","1","","0.996213875490764"
"endize","endize-RAISE-F","63","","0.0322555593587666",""
"","endize-RAISE-B","0","1","","0.967744440641233"
"enggüshter","enggüshter-RAISE-F","1","","0.0141477450698076",""
"","enggüshter-RAISE-B","0","1","","0.985852254930192"
"ensire","ensire-RAISE-F","151","","0.00561739418113533",""
"","ensire-RAISE-B","0","1","","0.994382605818865"
"epsane","epsane-RAISE-F","87","1","0.0190444393708471",""
"","epsane-RAISE-B","7","","","0.980955560629153"
"epsuslan","epsuslan-RAISE-F","0","1","0.992187721595399",""
"","epsuslan-RAISE-B","4","","","0.00781227840460108"
"erdal","erdal-RAISE-F","0","","0.978397351982771",""
"","erdal-RAISE-B","1","1","","0.021602648017229"
"erebche","erebche-RAISE-F","29","","0.482576606876213",""
"","erebche-RAISE-B","0","1","","0.517423393123787"
"érenshe","érenshe-RAISE-F","2","","0.40890648317002",""
"","érenshe-RAISE-B","0","1","","0.59109351682998"
"erméniye","erméniye-RAISE-F","1","","0.0105516489995152",""
"","erméniye-RAISE-B","0","1","","0.989448351000485"
"erzan","erzan-RAISE-F","4","","0.973545260053339",""
"","erzan-RAISE-B","0","1","","0.0264547399466611"
"erzanlash","erzanlash-RAISE-F","0","1","0.880924449858283",""
"","erzanlash-RAISE-B","1","","","0.119075550141717"
"erze","erze-RAISE-F","84","","0.0422312860686716",""
"","erze-RAISE-B","0","1","","0.957768713931328"
"erziyet","erziyet-RAISE-F","1","","0.00516470624566797",""
"","erziyet-RAISE-B","0","1","","0.994835293754332"
"eser","eser-RAISE-F","450","","0.00154205375945772",""
"","eser-RAISE-B","0","1","","0.998457946240542"
"ésilzade","ésilzade-RAISE-F","21","1","0.0604316162271122",""
"","ésilzade-RAISE-B","0","","","0.939568383772888"
"eskertme","eskertme-RAISE-F","6","","0.199502598095028",""
"","eskertme-RAISE-B","0","1","","0.800497401904972"
"esle","esle-RAISE-F","101","","0.00549008565930402",""
"","esle-RAISE-B","1","1","","0.994509914340696"
"eslet","eslet-RAISE-F","61","","0.0426079140286236",""
"","eslet-RAISE-B","0","1","","0.957392085971376"
"esletme","esletme-RAISE-F","14","","0.171952662238044",""
"","esletme-RAISE-B","0","1","","0.828047337761956"
"eslime","eslime-RAISE-F","440","","0.0394229130402079",""
"","eslime-RAISE-B","1","1","","0.960577086959792"
"esne","esne-RAISE-F","7","","0.27763365004578",""
"","esne-RAISE-B","0","1","","0.72236634995422"
"éstoniye","éstoniye-RAISE-F","7","1","0.0124922602839069",""
"","éstoniye-RAISE-B","0","","","0.987507739716093"
"ete","ete-RAISE-F","68","","0.0358761706525903",""
"","ete-RAISE-B","0","1","","0.96412382934741"
"étikapxana","étikapxana-RAISE-F","0","1","0.959202754829886",""
"","étikapxana-RAISE-B","2","","","0.0407972451701136"
"etret","etret-RAISE-F","89","","0.0188806125631657",""
"","etret-RAISE-B","0","1","","0.981119387436834"
"ewre","ewre-RAISE-F","2","","0.129075456222514",""
"","ewre-RAISE-B","0","1","","0.870924543777487"
"ewret","ewret-RAISE-F","6","","0.0496479236729316",""
"","ewret-RAISE-B","0","1","","0.950352076327068"
"ewrez","ewrez-RAISE-F","1","","0.0121390752157376",""
"","ewrez-RAISE-B","0","1","","0.987860924784262"
"exlet","exlet-RAISE-F","1","","0.00380963572291938",""
"","exlet-RAISE-B","0","1","","0.996190364277081"
"exletxana","exletxana-RAISE-F","0","1","0.986658180696866",""
"","exletxana-RAISE-B","7","","","0.0133418193031345"
"eyiblen","eyiblen-RAISE-F","26","","0.060873299694961",""
"","eyiblen-RAISE-B","0","1","","0.939126700305039"
"eyibname","eyibname-RAISE-F","67","1","0.188029333015748",""
"","eyibname-RAISE-B","2","","","0.811970666984252"
"eymen","eymen-RAISE-F","18","","0.0375005768858713",""
"","eymen-RAISE-B","0","1","","0.962499423114129"
"ezel","ezel-RAISE-F","1","","0.00188392376473112",""
"","ezel-RAISE-B","0","1","","0.998116076235269"
"ezizle","ezizle-RAISE-F","6","","0.245350344115735",""
"","ezizle-RAISE-B","0","1","","0.754649655884265"
"famile","famile-RAISE-F","308","1","0.0342035300997306",""
"","famile-RAISE-B","3","","","0.965796469900269"
"faza","faza-RAISE-F","0","1","0.958194927400623",""
"","faza-RAISE-B","4","","","0.0418050725993766"
"figura","figura-RAISE-F","0","1","0.986036757003402",""
"","figura-RAISE-B","57","","","0.013963242996598"
"finlandiye","finlandiye-RAISE-F","10","1","0.0069470415500793",""
"","finlandiye-RAISE-B","0","","","0.993052958449921"
"forma","forma-RAISE-F","1","1","0.991285619419809",""
"","forma-RAISE-B","39","","","0.00871438058019147"
"formula","formula-RAISE-F","0","1","0.983213549887311",""
"","formula-RAISE-B","8","","","0.0167864501126894"
"fruktoza","fruktoza-RAISE-F","0","1","0.950816453799495",""
"","fruktoza-RAISE-B","2","","","0.0491835462005055"
"gacha","gacha-RAISE-F","0","1","0.914880197714589",""
"","gacha-RAISE-B","2","","","0.0851198022854114"
"gazarma","gazarma-RAISE-F","1","1","0.984824735265369",""
"","gazarma-RAISE-B","41","","","0.0151752647346307"
"gé'ométiriye","gé'ométiriye-RAISE-F","2","1","0.0294562222341853",""
"","gé'ométiriye-RAISE-B","0","","","0.970543777765815"
"geden","geden-RAISE-F","11","","0.115840046080282",""
"","geden-RAISE-B","0","1","","0.884159953919718"
"geme","geme-RAISE-F","34","","0.0518012528341876",""
"","geme-RAISE-B","0","1","","0.948198747165812"
"gende","gende-RAISE-F","2","","0.104158784202873",""
"","gende-RAISE-B","0","1","","0.895841215797127"
"geplesh","geplesh-RAISE-F","5","","0.0559253546382429",""
"","geplesh-RAISE-B","0","1","","0.944074645361757"
"gewde","gewde-RAISE-F","441","","0.0160641873056684",""
"","gewde-RAISE-B","0","1","","0.983935812694332"
"gewdilen","gewdilen-RAISE-F","7","","0.0365027593536319",""
"","gewdilen-RAISE-B","0","1","","0.963497240646368"
"gewdilesh","gewdilesh-RAISE-F","4","","0.162602835276823",""
"","gewdilesh-RAISE-B","0","1","","0.837397164723177"
"gézende","gézende-RAISE-F","3","","0.0631446363032267",""
"","gézende-RAISE-B","0","1","","0.936855363696773"
"gézitxana","gézitxana-RAISE-F","0","1","0.987825440994695",""
"","gézitxana-RAISE-B","31","","","0.0121745590053045"
"gezle","gezle-RAISE-F","2","","0.40890648317002",""
"","gezle-RAISE-B","0","1","","0.59109351682998"
"ghaday","ghaday-RAISE-F","0","1","0.962020501017545",""
"","ghaday-RAISE-B","1","","","0.0379794989824553"
"ghalcha","ghalcha-RAISE-F","0","1","0.983039340822105",""
"","ghalcha-RAISE-B","16","","","0.0169606591778948"
"ghalibiyet","ghalibiyet-RAISE-F","11","1","0.00228099338161728",""
"","ghalibiyet-RAISE-B","0","","","0.997719006618383"
"ghaye","ghaye-RAISE-F","189","1","0.0178109365212185",""
"","ghaye-RAISE-B","4","","","0.982189063478782"
"ghayiwilesh","ghayiwilesh-RAISE-F","0","1","0.489178423338703",""
"","ghayiwilesh-RAISE-B","1","","","0.510821576661297"
"ghazat","ghazat-RAISE-F","0","1","0.993776959280725",""
"","ghazat-RAISE-B","13","","","0.00622304071927549"
"ghelbe","ghelbe-RAISE-F","138","","0.02035440029325",""
"","ghelbe-RAISE-B","0","1","","0.97964559970675"
"ghelibe","ghelibe-RAISE-F","438","","0.00696421185071242",""
"","ghelibe-RAISE-B","0","1","","0.993035788149288"
"ghelite","ghelite-RAISE-F","30","","0.160519017137849",""
"","ghelite-RAISE-B","1","1","","0.839480982862151"
"ghemle","ghemle-RAISE-F","1","","0.489178423338703",""
"","ghemle-RAISE-B","0","1","","0.510821576661297"
"gherez","gherez-RAISE-F","49","","0.00698013106606792",""
"","gherez-RAISE-B","0","1","","0.993019868933932"
"ghéribane","ghéribane-RAISE-F","0","1","0.1375946379322",""
"","ghéribane-RAISE-B","1","","","0.8624053620678"
"ghezel","ghezel-RAISE-F","12","","0.0069988868344102",""
"","ghezel-RAISE-B","0","1","","0.99300111316559"
"ghezep","ghezep-RAISE-F","20","","0.00784294198840567",""
"","ghezep-RAISE-B","0","1","","0.992157058011594"
"ghezeplen","ghezeplen-RAISE-F","3","","0.0189867413342895",""
"","ghezeplen-RAISE-B","0","1","","0.98101325866571"
"ghezze","ghezze-RAISE-F","3","","0.0253504620438267",""
"","ghezze-RAISE-B","0","1","","0.974649537956173"
"ghizalan","ghizalan-RAISE-F","0","1","0.98812642815703",""
"","ghizalan-RAISE-B","18","","","0.0118735718429697"
"ghora","ghora-RAISE-F","0","1","0.970742122140458",""
"","ghora-RAISE-B","2","","","0.029257877859542"
"ghula","ghula-RAISE-F","0","1","0.967821160367484",""
"","ghula-RAISE-B","8","","","0.0321788396325156"
"ghulghula","ghulghula-RAISE-F","0","1","0.997624616697434",""
"","ghulghula-RAISE-B","61","","","0.00237538330256648"
"ghulja","ghulja-RAISE-F","0.999999999999973","1","0.998344623034217",""
"","ghulja-RAISE-B","902","","","0.00165537696578266"
"ghusse","ghusse-RAISE-F","1","1","0.120886257888214",""
"","ghusse-RAISE-B","0","","","0.879113742111786"
"girmaniye","girmaniye-RAISE-F","4","1","0.0129098534267225",""
"","girmaniye-RAISE-B","0","","","0.987090146573277"
"golla","golla-RAISE-F","0","1","0.914880197714589",""
"","golla-RAISE-B","2","","","0.0851198022854114"
"gorilla","gorilla-RAISE-F","0","1","0.916076844500907",""
"","gorilla-RAISE-B","1","","","0.0839231554990931"
"güldürle","güldürle-RAISE-F","3","","0.192361176166201",""
"","güldürle-RAISE-B","0","1","","0.807638823833799"
"güldürmama","güldürmama-RAISE-F","0","1","0.97272758171452",""
"","güldürmama-RAISE-B","4","","","0.0272724182854799"
"güldürme","güldürme-RAISE-F","1","","0.489178423338703",""
"","güldürme-RAISE-B","0","1","","0.510821576661297"
"gülle","gülle-RAISE-F","1","","0.0110055269589922",""
"","gülle-RAISE-B","0","1","","0.988994473041008"
"gülxana","gülxana-RAISE-F","0","1","0.968597963268692",""
"","gülxana-RAISE-B","1","","","0.0314020367313084"
"gumanlan","gumanlan-RAISE-F","0","1","0.989621345963992",""
"","gumanlan-RAISE-B","33","","","0.0103786540360085"
"gümbez","gümbez-RAISE-F","3","","0.00856777530852098",""
"","gümbez-RAISE-B","0","1","","0.991432224691479"
"gumpa","gumpa-RAISE-F","0","1","0.976545681947354",""
"","gumpa-RAISE-B","2","","","0.0234543180526459"
"gundixana","gundixana-RAISE-F","0","1","0.957603008636117",""
