"","","","VAgree","HarmonizeBack","HarmonizeFront"
"shoxla","shoxla-RAISE-F","0","1","1",""
"","shoxla-RAISE-B","1","","",""
"shoyna","shoyna-RAISE-F","0","1","1",""
"","shoyna-RAISE-B","2","","",""
"shübhe","shübhe-RAISE-F","43","","",""
"","shübhe-RAISE-B","0","1","","1"
"shübhilen","shübhilen-RAISE-F","4","","",""
"","shübhilen-RAISE-B","0","1","","1"
"shughullan","shughullan-RAISE-F","0","1","1",""
"","shughullan-RAISE-B","28","","",""
"shükrane","shükrane-RAISE-F","1","1","",""
"","shükrane-RAISE-B","1","","","1"
"siyaset","siyaset-RAISE-F","2000","1","",""
"","siyaset-RAISE-B","4","","","1"
"snariye","snariye-RAISE-F","1","1","",""
"","snariye-RAISE-B","0","","","1"
"sodilash","sodilash-RAISE-F","0","1","1",""
"","sodilash-RAISE-B","3","","",""
"sofa","sofa-RAISE-F","1","1","1",""
"","sofa-RAISE-B","7","","",""
"söhbet","söhbet-RAISE-F","703","","",""
"","söhbet-RAISE-B","0","1","","1"
"söhbetlesh","söhbetlesh-RAISE-F","38","","",""
"","söhbetlesh-RAISE-B","0","1","","1"
"sola","sola-RAISE-F","0","1","1",""
"","sola-RAISE-B","11","","",""
"solaqxana","solaqxana-RAISE-F","0","1","1",""
"","solaqxana-RAISE-B","27","","",""
"solash","solash-RAISE-F","0","1","1",""
"","solash-RAISE-B","2","","",""
"soldat","soldat-RAISE-F","0","1","1",""
"","soldat-RAISE-B","3","","",""
"sölet","sölet-RAISE-F","30","","",""
"","sölet-RAISE-B","0","1","","1"
"sora","sora-RAISE-F","0","1","1",""
"","sora-RAISE-B","6","","",""
"soraqxana","soraqxana-RAISE-F","0","1","1",""
"","soraqxana-RAISE-B","21","","",""
"sorash","sorash-RAISE-F","0","1","1",""
"","sorash-RAISE-B","3","","",""
"söre","söre-RAISE-F","6","","",""
"","söre-RAISE-B","0","1","","1"
"sotla","sotla-RAISE-F","0","1","1",""
"","sotla-RAISE-B","49","","",""
"sotxana","sotxana-RAISE-F","0","1","1",""
"","sotxana-RAISE-B","6","","",""
"soyla","soyla-RAISE-F","0","1","1",""
"","soyla-RAISE-B","1","","",""
"sözle","sözle-RAISE-F","484","","",""
"","sözle-RAISE-B","0","1","","1"
"sözlesh","sözlesh-RAISE-F","182","","",""
"","sözlesh-RAISE-B","3","1","","1"
"sulale","sulale-RAISE-F","153","1","",""
"","sulale-RAISE-B","56","","","1"
"sümbe","sümbe-RAISE-F","5","","",""
"","sümbe-RAISE-B","0","1","","1"
"sünnet","sünnet-RAISE-F","8","","",""
"","sünnet-RAISE-B","0","1","","1"
"supa","supa-RAISE-F","0","1","1",""
"","supa-RAISE-B","122","","",""
"süpet","süpet-RAISE-F","6630","","",""
"","süpet-RAISE-B","0","1","","1"
"süpetle","süpetle-RAISE-F","10","","",""
"","süpetle-RAISE-B","0","1","","1"
"sür'et","sür'et-RAISE-F","28","","",""
"","sür'et-RAISE-B","0","1","","1"
"süre","süre-RAISE-F","47","","",""
"","süre-RAISE-B","0","1","","1"
"süret","süret-RAISE-F","59","","",""
"","süret-RAISE-B","0","1","","1"
"süretle","süretle-RAISE-F","1","","",""
"","süretle-RAISE-B","0","1","","1"
"suriye","suriye-RAISE-F","3","1","",""
"","suriye-RAISE-B","0","","","1"
"sürme","sürme-RAISE-F","1","","",""
"","sürme-RAISE-B","0","1","","1"
"sürüshte","sürüshte-RAISE-F","2","","",""
"","sürüshte-RAISE-B","0","1","","1"
"suwa","suwa-RAISE-F","0","1","1",""
"","suwa-RAISE-B","2","","",""
"süyle","süyle-RAISE-F","1","","",""
"","süyle-RAISE-B","0","1","","1"
"süyünche","süyünche-RAISE-F","1","","",""
"","süyünche-RAISE-B","0","1","","1"
"ta'et","ta'et-RAISE-F","2","1","",""
"","ta'et-RAISE-B","0","","","1"
"ta'ipe","ta'ipe-RAISE-F","14","1","",""
"","ta'ipe-RAISE-B","0","","","1"
"takamullash","takamullash-RAISE-F","0","1","1",""
"","takamullash-RAISE-B","1","","",""
"tala","tala-RAISE-F","0","1","1",""
"","tala-RAISE-B","1","","",""
"talapet","talapet-RAISE-F","3","1","",""
"","talapet-RAISE-B","0","","","1"
"talay","talay-RAISE-F","0","1","1",""
"","talay-RAISE-B","1","","",""
"talla","talla-RAISE-F","0","1","1",""
"","talla-RAISE-B","153","","",""
"talliwal","talliwal-RAISE-F","0","1","1",""
"","talliwal-RAISE-B","2","","",""
"tamamla","tamamla-RAISE-F","0","1","1",""
"","tamamla-RAISE-B","21","","",""
"tamaqxana","tamaqxana-RAISE-F","0","1","1",""
"","tamaqxana-RAISE-B","22","","",""
"tamasha","tamasha-RAISE-F","0","1","1",""
"","tamasha-RAISE-B","6","","",""
"tamche","tamche-RAISE-F","0","1","",""
"","tamche-RAISE-B","41","","","1"
"tamchila","tamchila-RAISE-F","0","1","1",""
"","tamchila-RAISE-B","1","","",""
"tamozhna","tamozhna-RAISE-F","0","1","1",""
"","tamozhna-RAISE-B","28","","",""
"tamuzhna","tamuzhna-RAISE-F","0","1","1",""
"","tamuzhna-RAISE-B","1","","",""
"tana","tana-RAISE-F","0","1","1",""
"","tana-RAISE-B","2","","",""
"tanglay","tanglay-RAISE-F","0","1","1",""
"","tanglay-RAISE-B","2","","",""
"tansa","tansa-RAISE-F","0","1","1",""
"","tansa-RAISE-B","7","","",""
"tapa","tapa-RAISE-F","1","1","1",""
"","tapa-RAISE-B","1","","",""
"tapan","tapan-RAISE-F","0","1","1",""
"","tapan-RAISE-B","24","","",""
"tapancha","tapancha-RAISE-F","0","1","1",""
"","tapancha-RAISE-B","1","","",""
"tapawet","tapawet-RAISE-F","14","1","",""
"","tapawet-RAISE-B","0","","","1"
"tapila","tapila-RAISE-F","0","1","1",""
"","tapila-RAISE-B","2","","",""
"tara","tara-RAISE-F","0","1","1",""
"","tara-RAISE-B","20","","",""
"tarat","tarat-RAISE-F","0","1","1",""
"","tarat-RAISE-B","4","","",""
"taraza","taraza-RAISE-F","0","1","1",""
"","taraza-RAISE-B","104","","",""
"tartma","tartma-RAISE-F","0","1","1",""
"","tartma-RAISE-B","11","","",""
"tartquchla","tartquchla-RAISE-F","0","1","1",""
"","tartquchla-RAISE-B","1","","",""
"tasha","tasha-RAISE-F","0","1","1",""
"","tasha-RAISE-B","1","","",""
"tashla","tashla-RAISE-F","0","1","1",""
"","tashla-RAISE-B","163","","",""
"tashliwet","tashliwet-RAISE-F","2","1","",""
"","tashliwet-RAISE-B","0","","","1"
"tasma","tasma-RAISE-F","0","1","1",""
"","tasma-RAISE-B","11","","",""
"tatarche","tatarche-RAISE-F","0","1","",""
"","tatarche-RAISE-B","3","","","1"
"tatila","tatila-RAISE-F","0","1","1",""
"","tatila-RAISE-B","1","","",""
"tawa","tawa-RAISE-F","0","1","1",""
"","tawa-RAISE-B","2","","",""
"tawlan","tawlan-RAISE-F","0","1","1",""
"","tawlan-RAISE-B","2","","",""
"taxta","taxta-RAISE-F","0","1","1",""
"","taxta-RAISE-B","80","","",""
"taxtay","taxtay-RAISE-F","0","1","1",""
"","taxtay-RAISE-B","2","","",""
"tayan","tayan-RAISE-F","0","1","1",""
"","tayan-RAISE-B","68","","",""
"taza","taza-RAISE-F","0","1","1",""
"","taza-RAISE-B","192","","",""
"tazila","tazila-RAISE-F","0","1","1",""
"","tazila-RAISE-B","17","","",""
"tébabet","tébabet-RAISE-F","27","1","",""
"","tébabet-RAISE-B","0","","","1"
"teber","teber-RAISE-F","29","","",""
"","teber-RAISE-B","0","1","","1"
"tebi'et","tebi'et-RAISE-F","60","","",""
"","tebi'et-RAISE-B","0","1","","1"
"tebrikname","tebrikname-RAISE-F","41","1","",""
"","tebrikname-RAISE-B","11","","","1"
"tehrirle","tehrirle-RAISE-F","8","","",""
"","tehrirle-RAISE-B","0","1","","1"
"tejiribe","tejiribe-RAISE-F","28","","",""
"","tejiribe-RAISE-B","0","1","","1"
"tejribe","tejribe-RAISE-F","1285","","",""
"","tejribe-RAISE-B","0","1","","1"
"tejribixana","tejribixana-RAISE-F","0","1","1",""
"","tejribixana-RAISE-B","75","","",""
"teklipname","teklipname-RAISE-F","17","1","",""
"","teklipname-RAISE-B","6","","","1"
"tekrarla","tekrarla-RAISE-F","0","1","1",""
"","tekrarla-RAISE-B","75","","",""
"téléfonlash","téléfonlash-RAISE-F","0","1","1",""
"","téléfonlash-RAISE-B","2","","",""
"téléfonxana","téléfonxana-RAISE-F","0","1","1",""
"","téléfonxana-RAISE-B","1","","",""
"télégramma","télégramma-RAISE-F","0","1","1",""
"","télégramma-RAISE-B","122","","",""
"telep","telep-RAISE-F","435","","",""
"","telep-RAISE-B","0","1","","1"
"telepname","telepname-RAISE-F","31","1","",""
"","telepname-RAISE-B","2","","","1"
"teley","teley-RAISE-F","90","","",""
"","teley-RAISE-B","0","1","","1"
"teme","teme-RAISE-F","1","","",""
"","teme-RAISE-B","2","1","","1"
"teminle","teminle-RAISE-F","235","","",""
"","teminle-RAISE-B","0","1","","1"
"témpératura","témpératura-RAISE-F","0","1","1",""
"","témpératura-RAISE-B","16","","",""
"temtire","temtire-RAISE-F","3","","",""
"","temtire-RAISE-B","0","1","","1"
"tenche","tenche-RAISE-F","2","","",""
"","tenche-RAISE-B","0","1","","1"
"tene","tene-RAISE-F","13","","",""
"","tene-RAISE-B","0","1","","1"
"tengle","tengle-RAISE-F","6","","",""
"","tengle-RAISE-B","0","1","","1"
"tenglesh","tenglesh-RAISE-F","3","","",""
"","tenglesh-RAISE-B","0","1","","1"
"tenglime","tenglime-RAISE-F","23","","",""
"","tenglime-RAISE-B","0","1","","1"
"tengne","tengne-RAISE-F","3","","",""
"","tengne-RAISE-B","0","1","","1"
"tengshe","tengshe-RAISE-F","20","","",""
"","tengshe-RAISE-B","0","1","","1"
"tentene","tentene-RAISE-F","1154","","",""
"","tentene-RAISE-B","0","1","","1"
"teqdirname","teqdirname-RAISE-F","11","1","",""
"","teqdirname-RAISE-B","2","","","1"
"terbiye","terbiye-RAISE-F","466","","",""
"","terbiye-RAISE-B","0","1","","1"
"terbiyele","terbiyele-RAISE-F","25","","",""
"","terbiyele-RAISE-B","0","1","","1"
"terbiyelesh","terbiyelesh-RAISE-F","6","","",""
"","terbiyelesh-RAISE-B","0","1","","1"
"terbiyile","terbiyile-RAISE-F","48","","",""
"","terbiyile-RAISE-B","0","1","","1"
"terbiyilesh","terbiyilesh-RAISE-F","2","","",""
"","terbiyilesh-RAISE-B","0","1","","1"
"terbiylesh","terbiylesh-RAISE-F","2","","",""
"","terbiylesh-RAISE-B","0","1","","1"
"terep","terep-RAISE-F","838","","",""
"","terep-RAISE-B","0","1","","1"
"tereplime","tereplime-RAISE-F","314","","",""
"","tereplime-RAISE-B","0","1","","1"
"teret","teret-RAISE-F","1","","",""
"","teret-RAISE-B","0","1","","1"
"teriple","teriple-RAISE-F","36","","",""
"","teriple-RAISE-B","0","1","","1"
"terjime","terjime-RAISE-F","135","","",""
"","terjime-RAISE-B","0","1","","1"
"terle","terle-RAISE-F","2","","",""
"","terle-RAISE-B","0","1","","1"
"teshekkürname","teshekkürname-RAISE-F","5","1","",""
"","teshekkürname-RAISE-B","0","","","1"
"teshwishlen","teshwishlen-RAISE-F","5","","",""
"","teshwishlen-RAISE-B","0","1","","1"
"tesirlen","tesirlen-RAISE-F","5","","",""
"","tesirlen-RAISE-B","1","1","","1"
"teslesh","teslesh-RAISE-F","1","","",""
"","teslesh-RAISE-B","0","1","","1"
"teslimname","teslimname-RAISE-F","4","1","",""
"","teslimname-RAISE-B","0","","","1"
"testiqname","testiqname-RAISE-F","1","1","",""
"","testiqname-RAISE-B","0","","","1"
"teswirle","teswirle-RAISE-F","55","","",""
"","teswirle-RAISE-B","0","1","","1"
"teswirlen","teswirlen-RAISE-F","7","","",""
"","teswirlen-RAISE-B","0","1","","1"
"tewbe","tewbe-RAISE-F","2","","",""
"","tewbe-RAISE-B","0","1","","1"
"tewren","tewren-RAISE-F","11","","",""
"","tewren-RAISE-B","0","1","","1"
"tewret","tewret-RAISE-F","33","","",""
"","tewret-RAISE-B","0","1","","1"
"texse","texse-RAISE-F","12","","",""
"","texse-RAISE-B","0","1","","1"
"teyinle","teyinle-RAISE-F","58","","",""
"","teyinle-RAISE-B","0","1","","1"
"teyyarla","teyyarla-RAISE-F","0","1","1",""
"","teyyarla-RAISE-B","70","","",""
"teziye","teziye-RAISE-F","7","","",""
"","teziye-RAISE-B","0","1","","1"
"tibabet","tibabet-RAISE-F","19","1","",""
"","tibabet-RAISE-B","1","","","1"
"tibabetxana","tibabetxana-RAISE-F","0","1","1",""
"","tibabetxana-RAISE-B","3","","",""
"tilawet","tilawet-RAISE-F","3","1","",""
"","tilawet-RAISE-B","0","","","1"
"tilemche","tilemche-RAISE-F","8","","",""
"","tilemche-RAISE-B","1","1","","1"
"tiyatirxana","tiyatirxana-RAISE-F","0","1","1",""
"","tiyatirxana-RAISE-B","44","","",""
"töhmet","töhmet-RAISE-F","7","","",""
"","töhmet-RAISE-B","0","1","","1"
"töhmetname","töhmetname-RAISE-F","1","1","",""
"","töhmetname-RAISE-B","0","","","1"
"töhpe","töhpe-RAISE-F","311","","",""
"","töhpe-RAISE-B","0","1","","1"
"tola","tola-RAISE-F","1","1","1",""
"","tola-RAISE-B","39","","",""
"töle","töle-RAISE-F","155","","",""
"","töle-RAISE-B","1","1","","1"
"tölem","tölem-RAISE-F","4","","",""
"","tölem-RAISE-B","0","1","","1"
"toliye","toliye-RAISE-F","1","1","",""
"","toliye-RAISE-B","0","","","1"
"tongla","tongla-RAISE-F","0","1","1",""
"","tongla-RAISE-B","2","","",""
"tonglat","tonglat-RAISE-F","0","1","1",""
"","tonglat-RAISE-B","6","","",""
"tonna","tonna-RAISE-F","0","1","1",""
"","tonna-RAISE-B","132","","",""
"topilang","topilang-RAISE-F","0","1","1",""
"","topilang-RAISE-B","3","","",""
"topla","topla-RAISE-F","0","1","1",""
"","topla-RAISE-B","75","","",""
"toplam","toplam-RAISE-F","0","1","1",""
"","toplam-RAISE-B","146","","",""
"toplash","toplash-RAISE-F","0","1","1",""
"","toplash-RAISE-B","5","","",""
"toqulma","toqulma-RAISE-F","1","1","1",""
"","toqulma-RAISE-B","56","","",""
"töre","töre-RAISE-F","8","","",""
"","töre-RAISE-B","0","1","","1"
"törelme","törelme-RAISE-F","9","","",""
"","törelme-RAISE-B","0","1","","1"
"torla","torla-RAISE-F","0","1","1",""
"","torla-RAISE-B","2","","",""
"tormozla","tormozla-RAISE-F","0","1","1",""
"","tormozla-RAISE-B","1","","",""
"torxana","torxana-RAISE-F","0","1","1",""
"","torxana-RAISE-B","14","","",""
"tosa","tosa-RAISE-F","0","1","1",""
"","tosa-RAISE-B","8","","",""
"töwenle","töwenle-RAISE-F","17","","",""
"","töwenle-RAISE-B","0","1","","1"
"töwenlesh","töwenlesh-RAISE-F","4","","",""
"","töwenlesh-RAISE-B","0","1","","1"
"töwenlet","töwenlet-RAISE-F","35","","",""
"","töwenlet-RAISE-B","0","1","","1"
"towla","towla-RAISE-F","0","1","1",""
"","towla-RAISE-B","20","","",""
"towlash","towlash-RAISE-F","0","1","1",""
"","towlash-RAISE-B","1","","",""
"toxta","toxta-RAISE-F","0","1","1",""
"","toxta-RAISE-B","312","","",""
"toxtam","toxtam-RAISE-F","0","1","1",""
"","toxtam-RAISE-B","2","","",""
"toxtamname","toxtamname-RAISE-F","49","1","",""
"","toxtamname-RAISE-B","20","","","1"
"toxtat","toxtat-RAISE-F","0","1","1",""
"","toxtat-RAISE-B","735","","",""
"toyla","toyla-RAISE-F","0","1","1",""
"","toyla-RAISE-B","3","","",""
"toylash","toylash-RAISE-F","0","1","1",""
"","toylash-RAISE-B","25","","",""
"tügelle","tügelle-RAISE-F","6","","",""
"","tügelle-RAISE-B","0","1","","1"
"tughqanlash","tughqanlash-RAISE-F","0","1","1",""
"","tughqanlash-RAISE-B","1","","",""
"tügünche","tügünche-RAISE-F","1","","",""
"","tügünche-RAISE-B","0","1","","1"
"tüle","tüle-RAISE-F","4","","",""
"","tüle-RAISE-B","0","1","","1"
"tüne","tüne-RAISE-F","2","","",""
"","tüne-RAISE-B","0","1","","1"
"turbina","turbina-RAISE-F","0","1","1",""
"","turbina-RAISE-B","1","","",""
"türme","türme-RAISE-F","4251","","",""
"","türme-RAISE-B","4","1","","1"
"türmel","türmel-RAISE-F","1","","",""
"","türmel-RAISE-B","0","1","","1"
"turuba","turuba-RAISE-F","0","1","1",""
"","turuba-RAISE-B","20","","",""
"tutash","tutash-RAISE-F","0","1","1",""
"","tutash-RAISE-B","13","","",""
"tuwa","tuwa-RAISE-F","4","1","1",""
"","tuwa-RAISE-B","0","","",""
"tüze","tüze-RAISE-F","13","","",""
"","tüze-RAISE-B","0","1","","1"
"tüzet","tüzet-RAISE-F","9","","",""
"","tüzet-RAISE-B","0","1","","1"
"tüzle","tüzle-RAISE-F","2","","",""
"","tüzle-RAISE-B","0","1","","1"
"tüzülme","tüzülme-RAISE-F","90","","",""
"","tüzülme-RAISE-B","0","1","","1"
"ucha","ucha-RAISE-F","0","1","1",""
"","ucha-RAISE-B","116","","",""
"üchey","üchey-RAISE-F","3","","",""
"","üchey-RAISE-B","0","1","","1"
"uchra","uchra-RAISE-F","0","1","1",""
"","uchra-RAISE-B","790","","",""
"uchrash","uchrash-RAISE-F","0","1","1",""
"","uchrash-RAISE-B","11","","",""
"uchrat","uchrat-RAISE-F","0","1","1",""
"","uchrat-RAISE-B","75","","",""
"üjme","üjme-RAISE-F","5","","",""
"","üjme-RAISE-B","0","1","","1"
"ula","ula-RAISE-F","0","1","1",""
"","ula-RAISE-B","7","","",""
"ulanma","ulanma-RAISE-F","0","1","1",""
"","ulanma-RAISE-B","21","","",""
"ulash","ulash-RAISE-F","0","1","1",""
"","ulash-RAISE-B","16","","",""
"ümidlen","ümidlen-RAISE-F","3","","",""
"","ümidlen-RAISE-B","0","1","","1"
"ümidsizlen","ümidsizlen-RAISE-F","1","","",""
"","ümidsizlen-RAISE-B","0","1","","1"
"ümmet","ümmet-RAISE-F","15","","",""
"","ümmet-RAISE-B","0","1","","1"
"una","una-RAISE-F","0.999999999999997","1","1",""
"","una-RAISE-B","58","","",""
"ünche","ünche-RAISE-F","16","","",""
"","ünche-RAISE-B","0","1","","1"
"üsküne","üsküne-RAISE-F","169","","",""
"","üsküne-RAISE-B","0","1","","1"
"ussa","ussa-RAISE-F","1","1","1",""
"","ussa-RAISE-B","4","","",""
"usta","usta-RAISE-F","39","1","1",""
"","usta-RAISE-B","226","","",""
"üstel","üstel-RAISE-F","109","","",""
"","üstel-RAISE-B","0","1","","1"
"ustira","ustira-RAISE-F","0","1","1",""
"","ustira-RAISE-B","1","","",""
"ustixan","ustixan-RAISE-F","0","1","1",""
"","ustixan-RAISE-B","2","","",""
"ustixana","ustixana-RAISE-F","0","1","1",""
"","ustixana-RAISE-B","1","","",""
"üstqurulma","üstqurulma-RAISE-F","0","1","1",""
"","üstqurulma-RAISE-B","5","","",""
"uwa","uwa-RAISE-F","0","1","1",""
"","uwa-RAISE-B","22","","",""
"uwila","uwila-RAISE-F","0","1","1",""
"","uwila-RAISE-B","1","","",""
"uxla","uxla-RAISE-F","0","1","1",""
"","uxla-RAISE-B","80","","",""
"uyal","uyal-RAISE-F","0","1","1",""
"","uyal-RAISE-B","3","","",""
"uyghunlash","uyghunlash-RAISE-F","0","1","1",""
"","uyghunlash-RAISE-B","8","","",""
"uyushma","uyushma-RAISE-F","0.999999999999996","1","1",""
"","uyushma-RAISE-B","77","","",""
"uzar","uzar-RAISE-F","0","1","1",""
"","uzar-RAISE-B","9","","",""
"uzat","uzat-RAISE-F","0","1","1",""
"","uzat-RAISE-B","32","","",""
"uzunda","uzunda-RAISE-F","2","1","1",""
"","uzunda-RAISE-B","0","","",""
"wakalet","wakalet-RAISE-F","10","1","",""
"","wakalet-RAISE-B","0","","","1"
"wakaletxana","wakaletxana-RAISE-F","0","1","1",""
"","wakaletxana-RAISE-B","3","","",""
"wanna","wanna-RAISE-F","0","1","1",""
"","wanna-RAISE-B","11","","",""
"waras","waras-RAISE-F","0","1","1",""
"","waras-RAISE-B","1","","",""
"wasite","wasite-RAISE-F","1280","1","",""
"","wasite-RAISE-B","46","","","1"
"waste","waste-RAISE-F","209","1","",""
"","waste-RAISE-B","209","","","1"
"waxan","waxan-RAISE-F","0","1","1",""
"","waxan-RAISE-B","1","","",""
"waysa","waysa-RAISE-F","0","1","1",""
"","waysa-RAISE-B","5","","",""
"waza","waza-RAISE-F","0","1","1",""
"","waza-RAISE-B","3","","",""
"wazaret","wazaret-RAISE-F","6","1","",""
"","wazaret-RAISE-B","0","","","1"
"wede","wede-RAISE-F","641","","",""
"","wede-RAISE-B","0","1","","1"
"wesiyet","wesiyet-RAISE-F","48","","",""
"","wesiyet-RAISE-B","0","1","","1"
"weswese","weswese-RAISE-F","19","","",""
"","weswese-RAISE-B","0","1","","1"
"weten","weten-RAISE-F","1285","","",""
"","weten-RAISE-B","2","1","","1"
"wetendash","wetendash-RAISE-F","0","","1",""
"","wetendash-RAISE-B","1","1","",""
"wezipe","wezipe-RAISE-F","2268","","",""
"","wezipe-RAISE-B","0","1","","1"
"weziyet","weziyet-RAISE-F","1242","","",""
"","weziyet-RAISE-B","0","1","","1"
"widalash","widalash-RAISE-F","0","1","1",""
"","widalash-RAISE-B","4","","",""
"wilayet","wilayet-RAISE-F","1135","1","",""
"","wilayet-RAISE-B","0","","","1"
"xala","xala-RAISE-F","64","1","1",""
"","xala-RAISE-B","1302","","",""
"xalta","xalta-RAISE-F","0","1","1",""
"","xalta-RAISE-B","90","","",""
"xana","xana-RAISE-F","6","1","1",""
"","xana-RAISE-B","29","","",""
"xarabe","xarabe-RAISE-F","47","1","",""
"","xarabe-RAISE-B","16","","","1"
"xarablash","xarablash-RAISE-F","0","1","1",""
"","xarablash-RAISE-B","10","","",""
"xarla","xarla-RAISE-F","0","1","1",""
"","xarla-RAISE-B","14","","",""
"xasiyet","xasiyet-RAISE-F","4","1","",""
"","xasiyet-RAISE-B","0","","","1"
"xatalash","xatalash-RAISE-F","0","1","1",""
"","xatalash-RAISE-B","3","","",""
"xatire","xatire-RAISE-F","545","1","",""
"","xatire-RAISE-B","6","","","1"
"xatirile","xatirile-RAISE-F","49","1","",""
"","xatirile-RAISE-B","0","","","1"
"xatirjemsizlen","xatirjemsizlen-RAISE-F","1","","",""
"","xatirjemsizlen-RAISE-B","0","1","","1"
"xatirle","xatirle-RAISE-F","3","1","",""
"","xatirle-RAISE-B","0","","","1"
"xejle","xejle-RAISE-F","14","","",""
"","xejle-RAISE-B","1","1","","1"
"xelife","xelife-RAISE-F","1","","",""
"","xelife-RAISE-B","0","1","","1"
"xelipe","xelipe-RAISE-F","79","","",""
"","xelipe-RAISE-B","0","1","","1"
"xelq'aralash","xelq'aralash-RAISE-F","0","1","1",""
"","xelq'aralash-RAISE-B","57","","",""
"xelqara","xelqara-RAISE-F","0","1","1",""
"","xelqara-RAISE-B","1","","",""
"xende","xende-RAISE-F","2","","",""
"","xende-RAISE-B","0","1","","1"
"xensuche","xensuche-RAISE-F","0","1","",""
"","xensuche-RAISE-B","3","","","1"
"xenzuche","xenzuche-RAISE-F","7","1","",""
"","xenzuche-RAISE-B","35","","","1"
"xerite","xerite-RAISE-F","158","","",""
"","xerite-RAISE-B","1","1","","1"
"xeste","xeste-RAISE-F","2","","",""
"","xeste-RAISE-B","0","1","","1"
"xetme","xetme-RAISE-F","1","","",""
"","xetme-RAISE-B","0","1","","1"
"xewer","xewer-RAISE-F","5657","","",""
"","xewer-RAISE-B","0","1","","1"
"xewpsire","xewpsire-RAISE-F","3","","",""
"","xewpsire-RAISE-B","0","1","","1"
"xezine","xezine-RAISE-F","95","","",""
"","xezine-RAISE-B","0","1","","1"
"xirajet","xirajet-RAISE-F","23","1","",""
"","xirajet-RAISE-B","0","","","1"
"xitayche","xitayche-RAISE-F","6.99999999999999","1","",""
"","xitayche-RAISE-B","128","","","1"
"xizmetdash","xizmetdash-RAISE-F","1","","1",""
"","xizmetdash-RAISE-B","4","1","",""
"xoncha","xoncha-RAISE-F","1","1","1",""
"","xoncha-RAISE-B","0","","",""
"xorat","xorat-RAISE-F","0","1","1",""
"","xorat-RAISE-B","7","","",""
"xoraz","xoraz-RAISE-F","0","1","1",""
"","xoraz-RAISE-B","1","","",""
"xorla","xorla-RAISE-F","0","1","1",""
"","xorla-RAISE-B","5","","",""
"xorma","xorma-RAISE-F","0","1","1",""
"","xorma-RAISE-B","5","","",""
"xoshlash","xoshlash-RAISE-F","0","1","1",""
"","xoshlash-RAISE-B","13","","",""
"xristi'anche","xristi'anche-RAISE-F","0","1","",""
"","xristi'anche-RAISE-B","2","","","1"
"xromosoma","xromosoma-RAISE-F","0","1","1",""
"","xromosoma-RAISE-B","2","","",""
"xulase","xulase-RAISE-F","137","1","",""
"","xulase-RAISE-B","15","","","1"
"xulasila","xulasila-RAISE-F","10","1","1",""
"","xulasila-RAISE-B","3","","",""
"xunsa","xunsa-RAISE-F","0","1","1",""
"","xunsa-RAISE-B","1","","",""
"xupiyane","xupiyane-RAISE-F","3","1","",""
"","xupiyane-RAISE-B","1","","","1"
"xushallan","xushallan-RAISE-F","0","1","1",""
"","xushallan-RAISE-B","4","","",""
"xususiyet","xususiyet-RAISE-F","35","1","",""
"","xususiyet-RAISE-B","0","","","1"
"xutbe","xutbe-RAISE-F","36","1","",""
"","xutbe-RAISE-B","9","","","1"
"yada","yada-RAISE-F","0","1","1",""
"","yada-RAISE-B","1","","",""
"yadla","yadla-RAISE-F","0","1","1",""
"","yadla-RAISE-B","16","","",""
"yadname","yadname-RAISE-F","8","1","",""
"","yadname-RAISE-B","3","","","1"
"yala","yala-RAISE-F","0","1","1",""
"","yala-RAISE-B","3","","",""
"yaldama","yaldama-RAISE-F","0","1","1",""
"","yaldama-RAISE-B","6","","",""
"yalla","yalla-RAISE-F","0","1","1",""
"","yalla-RAISE-B","4","","",""
"yalqunla","yalqunla-RAISE-F","0","1","1",""
"","yalqunla-RAISE-B","2","","",""
"yama","yama-RAISE-F","0","1","1",""
"","yama-RAISE-B","1","","",""
"yaman","yaman-RAISE-F","0","1","1",""
"","yaman-RAISE-B","7","","",""
"yamanla","yamanla-RAISE-F","0","1","1",""
"","yamanla-RAISE-B","6","","",""
"yamanlash","yamanlash-RAISE-F","0","1","1",""
"","yamanlash-RAISE-B","34","","",""
"yamash","yamash-RAISE-F","0","1","1",""
"","yamash-RAISE-B","8","","",""
"yamra","yamra-RAISE-F","0","1","1",""
"","yamra-RAISE-B","30","","",""
"yandash","yandash-RAISE-F","0","1","1",""
"","yandash-RAISE-B","2","","",""
"yangra","yangra-RAISE-F","0","1","1",""
"","yangra-RAISE-B","36","","",""
"yangza","yangza-RAISE-F","0","1","1",""
"","yangza-RAISE-B","1","","",""
"yanpash","yanpash-RAISE-F","0","1","1",""
"","yanpash-RAISE-B","4","","",""
"yapa","yapa-RAISE-F","0","1","1",""
"","yapa-RAISE-B","1","","",""
"yaponche","yaponche-RAISE-F","1","1","",""
"","yaponche-RAISE-B","8","","","1"
"yaponiye","yaponiye-RAISE-F","364","1","",""
"","yaponiye-RAISE-B","0","","","1"
"yapta","yapta-RAISE-F","2","1","1",""
"","yapta-RAISE-B","0","","",""
"yara","yara-RAISE-F","0","1","1",""
"","yara-RAISE-B","202","","",""
"yarash","yarash-RAISE-F","0","1","1",""
"","yarash-RAISE-B","8","","",""
"yarat","yarat-RAISE-F","0","1","1",""
"","yarat-RAISE-B","295","","",""
"yardem","yardem-RAISE-F","645","1","",""
"","yardem-RAISE-B","3","","","1"
