"Input","Output","Frequency","VAgreeSurface","VAgreeUnderlying","*Unraised","ID"
"alemshunas-NON_RAISER","alemshunas-NON_RAISER-UNRAISED-B","2","","","",""
"alicha-RAISER","alicha-RAISER-RAISED-F","0","1","1","","1"
"alicha-RAISER","alicha-RAISER-RAISED-B","8","","","","1"
"alicha-RAISER","alicha-RAISER-UNRAISED-F","0","1","1","1",""
"alicha-RAISER","alicha-RAISER-UNRAISED-B","0","","","1",""
"alijanab-NON_RAISER","alijanab-NON_RAISER-RAISED-F","0","1","1","","1"
"alijanab-NON_RAISER","alijanab-NON_RAISER-RAISED-B","0","","","","1"
"alijanab-NON_RAISER","alijanab-NON_RAISER-UNRAISED-F","0","1","1","",""
"alijanab-NON_RAISER","alijanab-NON_RAISER-UNRAISED-B","1","","","",""
"alijanap-NON_RAISER","alijanap-NON_RAISER-RAISED-F","0","1","1","","1"
"alijanap-NON_RAISER","alijanap-NON_RAISER-RAISED-B","0","","","","1"
"alijanap-NON_RAISER","alijanap-NON_RAISER-UNRAISED-F","0","1","1","",""
"alijanap-NON_RAISER","alijanap-NON_RAISER-UNRAISED-B","1","","","",""
"aliqanat-NON_RAISER","aliqanat-NON_RAISER-RAISED-F","0","1","1","","1"
"aliqanat-NON_RAISER","aliqanat-NON_RAISER-RAISED-B","0","","","","1"
"aliqanat-NON_RAISER","aliqanat-NON_RAISER-UNRAISED-F","0","1","1","",""
"aliqanat-NON_RAISER","aliqanat-NON_RAISER-UNRAISED-B","1","","","",""
"aliyjanab-NON_RAISER","aliyjanab-NON_RAISER-RAISED-F","0","1","1","","1"
"aliyjanab-NON_RAISER","aliyjanab-NON_RAISER-RAISED-B","0","","","","1"
"aliyjanab-NON_RAISER","aliyjanab-NON_RAISER-UNRAISED-F","0","1","1","",""
"aliyjanab-NON_RAISER","aliyjanab-NON_RAISER-UNRAISED-B","14","","","",""
"aljiriye-RAISER","aljiriye-RAISER-RAISED-F","5","1","","","1"
"aljiriye-RAISER","aljiriye-RAISER-RAISED-B","0","","1","","1"
"aljiriye-RAISER","aljiriye-RAISER-UNRAISED-F","0","","","1",""
"aljiriye-RAISER","aljiriye-RAISER-UNRAISED-B","0","1","1","1",""
"alla-NON_RAISER","alla-NON_RAISER-RAISED-F","0","1","1","","1"
"alla-NON_RAISER","alla-NON_RAISER-RAISED-B","0","","","","1"
"alla-NON_RAISER","alla-NON_RAISER-UNRAISED-F","0","1","1","",""
"alla-NON_RAISER","alla-NON_RAISER-UNRAISED-B","199","","","",""
"allah-NON_RAISER","allah-NON_RAISER-RAISED-F","0","1","1","","1"
"allah-NON_RAISER","allah-NON_RAISER-RAISED-B","0","","","","1"
"allah-NON_RAISER","allah-NON_RAISER-UNRAISED-F","0","1","1","",""
"allah-NON_RAISER","allah-NON_RAISER-UNRAISED-B","42","","","",""
"allah-NON_RAISER","allah-NON_RAISER-RAISED-F","0","1","1","","1"
"allah-NON_RAISER","allah-NON_RAISER-RAISED-B","0","","","","1"
"allah-NON_RAISER","allah-NON_RAISER-UNRAISED-F","0","1","1","",""
"allah-NON_RAISER","allah-NON_RAISER-UNRAISED-B","6","","","",""
"allinéme-RAISER","allinéme-RAISER-RAISED-F","4","1","","","1"
"allinéme-RAISER","allinéme-RAISER-RAISED-B","0","","1","","1"
"allinéme-RAISER","allinéme-RAISER-UNRAISED-F","0","","","1",""
"allinéme-RAISER","allinéme-RAISER-UNRAISED-B","0","1","1","1",""
"alma-NON_RAISER","alma-NON_RAISER-RAISED-F","0","1","1","","1"
"alma-NON_RAISER","alma-NON_RAISER-RAISED-B","0","","","","1"
"alma-NON_RAISER","alma-NON_RAISER-UNRAISED-F","0","1","1","",""
"alma-NON_RAISER","alma-NON_RAISER-UNRAISED-B","1","","","",""
"alma-RAISER","alma-RAISER-RAISED-F","0","1","1","","1"
"alma-RAISER","alma-RAISER-RAISED-B","116","","","","1"
"alma-RAISER","alma-RAISER-UNRAISED-F","0","1","1","1",""
"alma-RAISER","alma-RAISER-UNRAISED-B","0","","","1",""
"alman-NON_RAISER","alman-NON_RAISER-RAISED-F","0","1","1","","1"
"alman-NON_RAISER","alman-NON_RAISER-RAISED-B","0","","","","1"
"alman-NON_RAISER","alman-NON_RAISER-UNRAISED-F","0","1","1","",""
"alman-NON_RAISER","alman-NON_RAISER-UNRAISED-B","1","","","",""
"almanax-NON_RAISER","almanax-NON_RAISER-RAISED-F","0","1","1","","1"
"almanax-NON_RAISER","almanax-NON_RAISER-RAISED-B","0","","","","1"
"almanax-NON_RAISER","almanax-NON_RAISER-UNRAISED-F","0","1","1","",""
"almanax-NON_RAISER","almanax-NON_RAISER-UNRAISED-B","2","","","",""
"almas-NON_RAISER","almas-NON_RAISER-RAISED-F","0","1","1","","1"
"almas-NON_RAISER","almas-NON_RAISER-RAISED-B","0","","","","1"
"almas-NON_RAISER","almas-NON_RAISER-UNRAISED-F","0","1","1","",""
"almas-NON_RAISER","almas-NON_RAISER-UNRAISED-B","16","","","",""
"almash-NON_RAISER","almash-NON_RAISER-RAISED-F","0","1","1","","1"
"almash-NON_RAISER","almash-NON_RAISER-RAISED-B","0","","","","1"
"almash-NON_RAISER","almash-NON_RAISER-UNRAISED-F","0","1","1","",""
"almash-NON_RAISER","almash-NON_RAISER-UNRAISED-B","13","","","",""
"almash-RAISER","almash-RAISER-RAISED-F","0","1","1","","1"
"almash-RAISER","almash-RAISER-RAISED-B","21","","","","1"
"almash-RAISER","almash-RAISER-UNRAISED-F","0","1","1","1",""
"almash-RAISER","almash-RAISER-UNRAISED-B","0","","","1",""
"almashtur-NON_RAISER","almashtur-NON_RAISER-RAISED-F","0","1","1","","1"
"almashtur-NON_RAISER","almashtur-NON_RAISER-RAISED-B","0","","","","1"
"almashtur-NON_RAISER","almashtur-NON_RAISER-UNRAISED-F","0","1","1","",""
"almashtur-NON_RAISER","almashtur-NON_RAISER-UNRAISED-B","838","","","",""
"almata-NON_RAISER","almata-NON_RAISER-RAISED-F","0","1","1","","1"
"almata-NON_RAISER","almata-NON_RAISER-RAISED-B","0","","","","1"
"almata-NON_RAISER","almata-NON_RAISER-UNRAISED-F","0","1","1","",""
"almata-NON_RAISER","almata-NON_RAISER-UNRAISED-B","161","","","",""
"almuta-NON_RAISER","almuta-NON_RAISER-RAISED-F","0","1","1","","1"
"almuta-NON_RAISER","almuta-NON_RAISER-RAISED-B","0","","","","1"
"almuta-NON_RAISER","almuta-NON_RAISER-UNRAISED-F","0","1","1","",""
"almuta-NON_RAISER","almuta-NON_RAISER-UNRAISED-B","196","","","",""
"altay-NON_RAISER","altay-NON_RAISER-RAISED-F","0","1","1","","1"
"altay-NON_RAISER","altay-NON_RAISER-RAISED-B","0","","","","1"
"altay-NON_RAISER","altay-NON_RAISER-UNRAISED-F","0","1","1","",""
"altay-NON_RAISER","altay-NON_RAISER-UNRAISED-B","15","","","",""
"alte-RAISER","alte-RAISER-RAISED-F","1","1","","","1"
"alte-RAISER","alte-RAISER-RAISED-B","0","","1","","1"
"alte-RAISER","alte-RAISER-UNRAISED-F","0","","","1",""
"alte-RAISER","alte-RAISER-UNRAISED-B","0","1","1","1",""
"altun-NON_RAISER","altun-NON_RAISER-RAISED-F","0","1","1","","1"
"altun-NON_RAISER","altun-NON_RAISER-RAISED-B","0","","","","1"
"altun-NON_RAISER","altun-NON_RAISER-UNRAISED-F","0","1","1","",""
"altun-NON_RAISER","altun-NON_RAISER-UNRAISED-B","87","","","",""
"alwasti-NON_RAISER","alwasti-NON_RAISER-RAISED-F","0","1","1","","1"
"alwasti-NON_RAISER","alwasti-NON_RAISER-RAISED-B","0","","","","1"
"alwasti-NON_RAISER","alwasti-NON_RAISER-UNRAISED-F","0","1","1","",""
"alwasti-NON_RAISER","alwasti-NON_RAISER-UNRAISED-B","25","","","",""
"alwun-NON_RAISER","alwun-NON_RAISER-RAISED-F","0","1","1","","1"
"alwun-NON_RAISER","alwun-NON_RAISER-RAISED-B","0","","","","1"
"alwun-NON_RAISER","alwun-NON_RAISER-UNRAISED-F","0","1","1","",""
"alwun-NON_RAISER","alwun-NON_RAISER-UNRAISED-B","1","","","",""
"alyumin-NON_RAISER","alyumin-NON_RAISER-RAISED-F","0","1","1","","1"
"alyumin-NON_RAISER","alyumin-NON_RAISER-RAISED-B","0","","","","1"
"alyumin-NON_RAISER","alyumin-NON_RAISER-UNRAISED-F","0","1","1","",""
"alyumin-NON_RAISER","alyumin-NON_RAISER-UNRAISED-B","1","","","",""
"amal-NON_RAISER","amal-NON_RAISER-RAISED-F","0","1","1","","1"
"amal-NON_RAISER","amal-NON_RAISER-RAISED-B","0","","","","1"
"amal-NON_RAISER","amal-NON_RAISER-UNRAISED-F","0","1","1","",""
"amal-NON_RAISER","amal-NON_RAISER-UNRAISED-B","157","","","",""
"amal-RAISER","amal-RAISER-RAISED-F","0","1","1","","1"
"amal-RAISER","amal-RAISER-RAISED-B","24","","","","1"
"amal-RAISER","amal-RAISER-UNRAISED-F","0","1","1","1",""
"amal-RAISER","amal-RAISER-UNRAISED-B","0","","","1",""
"amalsiz-NON_RAISER","amalsiz-NON_RAISER-RAISED-F","0","1","1","","1"
"amalsiz-NON_RAISER","amalsiz-NON_RAISER-RAISED-B","0","","","","1"
"amalsiz-NON_RAISER","amalsiz-NON_RAISER-UNRAISED-F","0","1","1","",""
"amalsiz-NON_RAISER","amalsiz-NON_RAISER-UNRAISED-B","23","","","",""
"amanetchi-NON_RAISER","amanetchi-NON_RAISER-RAISED-F","0","1","","","1"
"amanetchi-NON_RAISER","amanetchi-NON_RAISER-RAISED-B","0","","1","","1"
"amanetchi-NON_RAISER","amanetchi-NON_RAISER-UNRAISED-F","3","","","",""
"amanetchi-NON_RAISER","amanetchi-NON_RAISER-UNRAISED-B","0","1","1","",""
"ambar-NON_RAISER","ambar-NON_RAISER-RAISED-F","0","1","1","","1"
"ambar-NON_RAISER","ambar-NON_RAISER-RAISED-B","0","","","","1"
"ambar-NON_RAISER","ambar-NON_RAISER-UNRAISED-F","0","1","1","",""
"ambar-NON_RAISER","ambar-NON_RAISER-UNRAISED-B","55","","","",""
"ambar-RAISER","ambar-RAISER-RAISED-F","1","1","1","","1"
"ambar-RAISER","ambar-RAISER-RAISED-B","125","","","","1"
"ambar-RAISER","ambar-RAISER-UNRAISED-F","0","1","1","1",""
"ambar-RAISER","ambar-RAISER-UNRAISED-B","0","","","1",""
"ambarchi-NON_RAISER","ambarchi-NON_RAISER-RAISED-F","0","1","1","","1"
"ambarchi-NON_RAISER","ambarchi-NON_RAISER-RAISED-B","0","","","","1"
"ambarchi-NON_RAISER","ambarchi-NON_RAISER-UNRAISED-F","0","1","1","",""
"ambarchi-NON_RAISER","ambarchi-NON_RAISER-UNRAISED-B","3","","","",""
"ambarlashtur-NON_RAISER","ambarlashtur-NON_RAISER-RAISED-F","0","1","1","","1"
"ambarlashtur-NON_RAISER","ambarlashtur-NON_RAISER-RAISED-B","0","","","","1"
"ambarlashtur-NON_RAISER","ambarlashtur-NON_RAISER-UNRAISED-F","0","1","1","",""
"ambarlashtur-NON_RAISER","ambarlashtur-NON_RAISER-UNRAISED-B","3","","","",""
"amet-NON_RAISER","amet-NON_RAISER-RAISED-F","0","1","","","1"
"amet-NON_RAISER","amet-NON_RAISER-RAISED-B","0","","1","","1"
"amet-NON_RAISER","amet-NON_RAISER-UNRAISED-F","68","","","",""
"amet-NON_RAISER","amet-NON_RAISER-UNRAISED-B","0","1","1","",""
"amet-RAISER","amet-RAISER-RAISED-F","2","1","","","1"
"amet-RAISER","amet-RAISER-RAISED-B","0","","1","","1"
"amet-RAISER","amet-RAISER-UNRAISED-F","0","","","1",""
"amet-RAISER","amet-RAISER-UNRAISED-B","0","1","1","1",""
"amma-RAISER","amma-RAISER-RAISED-F","0","1","1","","1"
"amma-RAISER","amma-RAISER-RAISED-B","537","","","","1"
"amma-RAISER","amma-RAISER-UNRAISED-F","0","1","1","1",""
"amma-RAISER","amma-RAISER-UNRAISED-B","0","","","1",""
"ammibab-NON_RAISER","ammibab-NON_RAISER-RAISED-F","0","1","1","","1"
"ammibab-NON_RAISER","ammibab-NON_RAISER-RAISED-B","0","","","","1"
"ammibab-NON_RAISER","ammibab-NON_RAISER-UNRAISED-F","0","1","1","",""
"ammibab-NON_RAISER","ammibab-NON_RAISER-UNRAISED-B","8","","","",""
"ammiwilash-NON_RAISER","ammiwilash-NON_RAISER-RAISED-F","0","1","1","","1"
"ammiwilash-NON_RAISER","ammiwilash-NON_RAISER-RAISED-B","0","","","","1"
"ammiwilash-NON_RAISER","ammiwilash-NON_RAISER-UNRAISED-F","0","1","1","",""
"ammiwilash-NON_RAISER","ammiwilash-NON_RAISER-UNRAISED-B","1","","","",""
"ammiwilash-RAISER","ammiwilash-RAISER-RAISED-F","0","1","1","","1"
"ammiwilash-RAISER","ammiwilash-RAISER-RAISED-B","1","","","","1"
"ammiwilash-RAISER","ammiwilash-RAISER-UNRAISED-F","0","1","1","1",""
"ammiwilash-RAISER","ammiwilash-RAISER-UNRAISED-B","0","","","1",""
"amut-NON_RAISER","amut-NON_RAISER-RAISED-F","0","1","1","","1"
"amut-NON_RAISER","amut-NON_RAISER-RAISED-B","0","","","","1"
"amut-NON_RAISER","amut-NON_RAISER-UNRAISED-F","0","1","1","",""
"amut-NON_RAISER","amut-NON_RAISER-UNRAISED-B","3","","","",""
"ana-NON_RAISER","ana-NON_RAISER-RAISED-F","0","1","1","","1"
"ana-NON_RAISER","ana-NON_RAISER-RAISED-B","0","","","","1"
"ana-NON_RAISER","ana-NON_RAISER-UNRAISED-F","4","1","1","",""
"ana-NON_RAISER","ana-NON_RAISER-UNRAISED-B","103","","","",""
"ana-RAISER","ana-RAISER-RAISED-F","3","1","1","","1"
"ana-RAISER","ana-RAISER-RAISED-B","1910","","","","1"
"ana-RAISER","ana-RAISER-UNRAISED-F","0","1","1","1",""
"ana-RAISER","ana-RAISER-UNRAISED-B","0","","","1",""
"anadolu-NON_RAISER","anadolu-NON_RAISER-RAISED-F","0","1","1","","1"
"anadolu-NON_RAISER","anadolu-NON_RAISER-RAISED-B","0","","","","1"
"anadolu-NON_RAISER","anadolu-NON_RAISER-UNRAISED-F","0","1","1","",""
"anadolu-NON_RAISER","anadolu-NON_RAISER-UNRAISED-B","22","","","",""
"analiz-NON_RAISER","analiz-NON_RAISER-RAISED-F","0","1","1","","1"
"analiz-NON_RAISER","analiz-NON_RAISER-RAISED-B","0","","","","1"
"analiz-NON_RAISER","analiz-NON_RAISER-UNRAISED-F","4","1","1","",""
"analiz-NON_RAISER","analiz-NON_RAISER-UNRAISED-B","239","","","",""
"analizchi-NON_RAISER","analizchi-NON_RAISER-RAISED-F","0","1","1","","1"
"analizchi-NON_RAISER","analizchi-NON_RAISER-RAISED-B","0","","","","1"
"analizchi-NON_RAISER","analizchi-NON_RAISER-UNRAISED-F","1","1","1","",""
"analizchi-NON_RAISER","analizchi-NON_RAISER-UNRAISED-B","944","","","",""
"anar-NON_RAISER","anar-NON_RAISER-RAISED-F","0","1","1","","1"
"anar-NON_RAISER","anar-NON_RAISER-RAISED-B","0","","","","1"
"anar-NON_RAISER","anar-NON_RAISER-UNRAISED-F","0","1","1","",""
"anar-NON_RAISER","anar-NON_RAISER-UNRAISED-B","3","","","",""
"anatomiye-NON_RAISER","anatomiye-NON_RAISER-RAISED-F","0","1","","","1"
"anatomiye-NON_RAISER","anatomiye-NON_RAISER-RAISED-B","0","","1","","1"
"anatomiye-NON_RAISER","anatomiye-NON_RAISER-UNRAISED-F","3","","","",""
"anatomiye-NON_RAISER","anatomiye-NON_RAISER-UNRAISED-B","0","1","1","",""
"anche-RAISER","anche-RAISER-RAISED-F","2","1","","","1"
"anche-RAISER","anche-RAISER-RAISED-B","0","","1","","1"
"anche-RAISER","anche-RAISER-UNRAISED-F","0","","","1",""
"anche-RAISER","anche-RAISER-UNRAISED-B","0","1","1","1",""
"angla-NON_RAISER","angla-NON_RAISER-RAISED-F","0","1","1","","1"
"angla-NON_RAISER","angla-NON_RAISER-RAISED-B","0","","","","1"
"angla-NON_RAISER","angla-NON_RAISER-UNRAISED-F","0","1","1","",""
"angla-NON_RAISER","angla-NON_RAISER-UNRAISED-B","3","","","",""
"angla-RAISER","angla-RAISER-RAISED-F","0","1","1","","1"
"angla-RAISER","angla-RAISER-RAISED-B","439","","","","1"
"angla-RAISER","angla-RAISER-UNRAISED-F","0","1","1","1",""
"angla-RAISER","angla-RAISER-UNRAISED-B","1","","","1",""
"anglash-NON_RAISER","anglash-NON_RAISER-RAISED-F","0","1","1","","1"
"anglash-NON_RAISER","anglash-NON_RAISER-RAISED-B","0","","","","1"
"anglash-NON_RAISER","anglash-NON_RAISER-UNRAISED-F","0","1","1","",""
"anglash-NON_RAISER","anglash-NON_RAISER-UNRAISED-B","23","","","",""
"anglat-NON_RAISER","anglat-NON_RAISER-RAISED-F","0","1","1","","1"
"anglat-NON_RAISER","anglat-NON_RAISER-RAISED-B","0","","","","1"
"anglat-NON_RAISER","anglat-NON_RAISER-UNRAISED-F","0","1","1","",""
"anglat-NON_RAISER","anglat-NON_RAISER-UNRAISED-B","82","","","",""
"anglat-RAISER","anglat-RAISER-RAISED-F","0","1","1","","1"
"anglat-RAISER","anglat-RAISER-RAISED-B","74","","","","1"
"anglat-RAISER","anglat-RAISER-UNRAISED-F","0","1","1","1",""
"anglat-RAISER","anglat-RAISER-UNRAISED-B","0","","","1",""
"anijan-NON_RAISER","anijan-NON_RAISER-RAISED-F","0","1","1","","1"
"anijan-NON_RAISER","anijan-NON_RAISER-RAISED-B","0","","","","1"
"anijan-NON_RAISER","anijan-NON_RAISER-UNRAISED-F","0","1","1","",""
"anijan-NON_RAISER","anijan-NON_RAISER-UNRAISED-B","1","","","",""
"anod-NON_RAISER","anod-NON_RAISER-RAISED-F","0","1","1","","1"
"anod-NON_RAISER","anod-NON_RAISER-RAISED-B","0","","","","1"
"anod-NON_RAISER","anod-NON_RAISER-UNRAISED-F","0","1","1","",""
"anod-NON_RAISER","anod-NON_RAISER-UNRAISED-B","1","","","",""
"ansambil-NON_RAISER","ansambil-NON_RAISER-RAISED-F","0","1","1","","1"
"ansambil-NON_RAISER","ansambil-NON_RAISER-RAISED-B","0","","","","1"
"ansambil-NON_RAISER","ansambil-NON_RAISER-UNRAISED-F","0","1","1","",""
"ansambil-NON_RAISER","ansambil-NON_RAISER-UNRAISED-B","34","","","",""
"antanta-RAISER","antanta-RAISER-RAISED-F","0","1","1","","1"
"antanta-RAISER","antanta-RAISER-RAISED-B","1","","","","1"
"antanta-RAISER","antanta-RAISER-UNRAISED-F","0","1","1","1",""
"antanta-RAISER","antanta-RAISER-UNRAISED-B","0","","","1",""
"anténna-RAISER","anténna-RAISER-RAISED-F","0","1","1","","1"
"anténna-RAISER","anténna-RAISER-RAISED-B","1","","","","1"
"anténna-RAISER","anténna-RAISER-UNRAISED-F","0","1","1","1",""
"anténna-RAISER","anténna-RAISER-UNRAISED-B","0","","","1",""
"apa-NON_RAISER","apa-NON_RAISER-RAISED-F","0","1","1","","1"
"apa-NON_RAISER","apa-NON_RAISER-RAISED-B","0","","","","1"
"apa-NON_RAISER","apa-NON_RAISER-UNRAISED-F","0","1","1","",""
"apa-NON_RAISER","apa-NON_RAISER-UNRAISED-B","91","","","",""
"apa-RAISER","apa-RAISER-RAISED-F","1","1","1","","1"
"apa-RAISER","apa-RAISER-RAISED-B","43","","","","1"
"apa-RAISER","apa-RAISER-UNRAISED-F","0","1","1","1",""
"apa-RAISER","apa-RAISER-UNRAISED-B","0","","","1",""
"apar-NON_RAISER","apar-NON_RAISER-RAISED-F","0","1","1","","1"
"apar-NON_RAISER","apar-NON_RAISER-RAISED-B","0","","","","1"
"apar-NON_RAISER","apar-NON_RAISER-UNRAISED-F","0","1","1","",""
"apar-NON_RAISER","apar-NON_RAISER-UNRAISED-B","40","","","",""
"apar-RAISER","apar-RAISER-RAISED-F","0","1","1","","1"
"apar-RAISER","apar-RAISER-RAISED-B","59","","","","1"
"apar-RAISER","apar-RAISER-UNRAISED-F","0","1","1","1",""
"apar-RAISER","apar-RAISER-UNRAISED-B","0","","","1",""
"apet-NON_RAISER","apet-NON_RAISER-RAISED-F","0","1","","","1"
"apet-NON_RAISER","apet-NON_RAISER-RAISED-B","0","","1","","1"
"apet-NON_RAISER","apet-NON_RAISER-UNRAISED-F","425","","","",""
"apet-NON_RAISER","apet-NON_RAISER-UNRAISED-B","0","1","1","",""
"apet-RAISER","apet-RAISER-RAISED-F","162","1","","","1"
"apet-RAISER","apet-RAISER-RAISED-B","0","","1","","1"
"apet-RAISER","apet-RAISER-UNRAISED-F","0","","","1",""
"apet-RAISER","apet-RAISER-UNRAISED-B","0","1","1","1",""
"apparat-NON_RAISER","apparat-NON_RAISER-RAISED-F","0","1","1","","1"
"apparat-NON_RAISER","apparat-NON_RAISER-RAISED-B","0","","","","1"
"apparat-NON_RAISER","apparat-NON_RAISER-UNRAISED-F","0","1","1","",""
"apparat-NON_RAISER","apparat-NON_RAISER-UNRAISED-B","73","","","",""
"apparat-NON_RAISER","apparat-NON_RAISER-RAISED-F","0","1","1","","1"
"apparat-NON_RAISER","apparat-NON_RAISER-RAISED-B","0","","","","1"
"apparat-NON_RAISER","apparat-NON_RAISER-UNRAISED-F","0","1","1","",""
"apparat-NON_RAISER","apparat-NON_RAISER-UNRAISED-B","87","","","",""
"aptap-NON_RAISER","aptap-NON_RAISER-RAISED-F","0","1","1","","1"
"aptap-NON_RAISER","aptap-NON_RAISER-RAISED-B","0","","","","1"
"aptap-NON_RAISER","aptap-NON_RAISER-UNRAISED-F","0","1","1","",""
"aptap-NON_RAISER","aptap-NON_RAISER-UNRAISED-B","84","","","",""
"aptobus-NON_RAISER","aptobus-NON_RAISER-RAISED-F","0","1","1","","1"
"aptobus-NON_RAISER","aptobus-NON_RAISER-RAISED-B","0","","","","1"
"aptobus-NON_RAISER","aptobus-NON_RAISER-UNRAISED-F","0","1","1","",""
"aptobus-NON_RAISER","aptobus-NON_RAISER-UNRAISED-B","148","","","",""
"aptomat-NON_RAISER","aptomat-NON_RAISER-RAISED-F","0","1","1","","1"
"aptomat-NON_RAISER","aptomat-NON_RAISER-RAISED-B","0","","","","1"
"aptomat-NON_RAISER","aptomat-NON_RAISER-UNRAISED-F","0","1","1","",""
"aptomat-NON_RAISER","aptomat-NON_RAISER-UNRAISED-B","12","","","",""
"aptomatlash-RAISER","aptomatlash-RAISER-RAISED-F","0","1","1","","1"
"aptomatlash-RAISER","aptomatlash-RAISER-RAISED-B","1","","","","1"
"aptomatlash-RAISER","aptomatlash-RAISER-UNRAISED-F","0","1","1","1",""
"aptomatlash-RAISER","aptomatlash-RAISER-UNRAISED-B","0","","","1",""
"aptomobil-NON_RAISER","aptomobil-NON_RAISER-RAISED-F","0","1","1","","1"
"aptomobil-NON_RAISER","aptomobil-NON_RAISER-RAISED-B","0","","","","1"
"aptomobil-NON_RAISER","aptomobil-NON_RAISER-UNRAISED-F","0","1","1","",""
"aptomobil-NON_RAISER","aptomobil-NON_RAISER-UNRAISED-B","338","","","",""
"aptonomiye-NON_RAISER","aptonomiye-NON_RAISER-RAISED-F","0","1","","","1"
"aptonomiye-NON_RAISER","aptonomiye-NON_RAISER-RAISED-B","0","","1","","1"
"aptonomiye-NON_RAISER","aptonomiye-NON_RAISER-UNRAISED-F","60","","","",""
"aptonomiye-NON_RAISER","aptonomiye-NON_RAISER-UNRAISED-B","0","1","1","",""
"aptor-NON_RAISER","aptor-NON_RAISER-RAISED-F","0","1","1","","1"
"aptor-NON_RAISER","aptor-NON_RAISER-RAISED-B","0","","","","1"
"aptor-NON_RAISER","aptor-NON_RAISER-UNRAISED-F","0","1","1","",""
"aptor-NON_RAISER","aptor-NON_RAISER-UNRAISED-B","145","","","",""
"aqilane-RAISER","aqilane-RAISER-RAISED-F","0","1","","","1"
"aqilane-RAISER","aqilane-RAISER-RAISED-B","3","","1","","1"
"aqilane-RAISER","aqilane-RAISER-UNRAISED-F","0","","","1",""
"aqilane-RAISER","aqilane-RAISER-UNRAISED-B","0","1","1","1",""
"aqsaray-NON_RAISER","aqsaray-NON_RAISER-RAISED-F","0","1","1","","1"
"aqsaray-NON_RAISER","aqsaray-NON_RAISER-RAISED-B","0","","","","1"
"aqsaray-NON_RAISER","aqsaray-NON_RAISER-UNRAISED-F","0","1","1","",""
"aqsaray-NON_RAISER","aqsaray-NON_RAISER-UNRAISED-B","130","","","",""
"ara-NON_RAISER","ara-NON_RAISER-RAISED-F","0","1","1","","1"
"ara-NON_RAISER","ara-NON_RAISER-RAISED-B","0","","","","1"
"ara-NON_RAISER","ara-NON_RAISER-UNRAISED-F","0","1","1","",""
"ara-NON_RAISER","ara-NON_RAISER-UNRAISED-B","53","","","",""
"aral-NON_RAISER","aral-NON_RAISER-RAISED-F","0","1","1","","1"
"aral-NON_RAISER","aral-NON_RAISER-RAISED-B","0","","","","1"
"aral-NON_RAISER","aral-NON_RAISER-UNRAISED-F","0","1","1","",""
"aral-NON_RAISER","aral-NON_RAISER-UNRAISED-B","540","","","",""
"aral-RAISER","aral-RAISER-RAISED-F","0","1","1","","1"
"aral-RAISER","aral-RAISER-RAISED-B","255","","","","1"
"aral-RAISER","aral-RAISER-UNRAISED-F","0","1","1","1",""
"aral-RAISER","aral-RAISER-UNRAISED-B","0","","","1",""
"arambexsh-NON_RAISER","arambexsh-NON_RAISER-RAISED-F","0","1","","","1"
"arambexsh-NON_RAISER","arambexsh-NON_RAISER-RAISED-B","0","","1","","1"
"arambexsh-NON_RAISER","arambexsh-NON_RAISER-UNRAISED-F","1","","","",""
"arambexsh-NON_RAISER","arambexsh-NON_RAISER-UNRAISED-B","0","1","1","",""
"aramsiz-NON_RAISER","aramsiz-NON_RAISER-RAISED-F","0","1","1","","1"
"aramsiz-NON_RAISER","aramsiz-NON_RAISER-RAISED-B","0","","","","1"
"aramsiz-NON_RAISER","aramsiz-NON_RAISER-UNRAISED-F","0","1","1","",""
"aramsiz-NON_RAISER","aramsiz-NON_RAISER-UNRAISED-B","3","","","",""
"aramsizlan-RAISER","aramsizlan-RAISER-RAISED-F","0","1","1","","1"
"aramsizlan-RAISER","aramsizlan-RAISER-RAISED-B","1","","","","1"
"aramsizlan-RAISER","aramsizlan-RAISER-UNRAISED-F","0","1","1","1",""
"aramsizlan-RAISER","aramsizlan-RAISER-UNRAISED-B","0","","","1",""
"aran-NON_RAISER","aran-NON_RAISER-RAISED-F","0","1","1","","1"
"aran-NON_RAISER","aran-NON_RAISER-RAISED-B","0","","","","1"
"aran-NON_RAISER","aran-NON_RAISER-UNRAISED-F","0","1","1","",""
"aran-NON_RAISER","aran-NON_RAISER-UNRAISED-B","4","","","",""
"arayultuz-NON_RAISER","arayultuz-NON_RAISER-RAISED-F","0","1","1","","1"
"arayultuz-NON_RAISER","arayultuz-NON_RAISER-RAISED-B","0","","","","1"
"arayultuz-NON_RAISER","arayultuz-NON_RAISER-UNRAISED-F","0","1","1","",""
"arayultuz-NON_RAISER","arayultuz-NON_RAISER-UNRAISED-B","2","","","",""
"araz-NON_RAISER","araz-NON_RAISER-RAISED-F","0","1","1","","1"
"araz-NON_RAISER","araz-NON_RAISER-RAISED-B","0","","","","1"
